projektname;kurzzusammenfassung;art;einsatzbereich;status;organisation;webseite_link;quelle;lizenz;lizenz_organisation
Learning Machine into own direction;Eine Maschine die sich selber analysiert, Sinne erstellt, Denkprozesse benutzt aus logischen Abläufen die Interagieren. Es kann sich unterhalten. Es treibt sich selber an . Und ist über C++ mit SQL innerhalb von 4 Wochen umsetzbar.;[];[];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/learning-machine-into-own-direction/587;https://www.civic-coding.de/community/projekt/learning-machine-into-own-direction/587;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen;Die Mannheimer Platte serviert bezahlbare Mahlzeiten für Bedürftige. Wir analysieren 17 Jahre Verkaufsdaten, um Nachfragemuster zu erkennen und Lebensmittelverschwendung zu reduzieren.;['Datenanalyse', 'Datenreporting', 'Fortbildung'];['Arbeit & Soziales', 'Internationale Projekte', 'Klima & Umwelt', 'Soziale Dienste'];Abgeschlossen;Mannheimer Platte, CorrelAid e.V.;https://osf.io/3zsn6/;https://correlaid.org/projekte/projektdatenbank/2019-01-MAP;CC-BY 4.0;https://correlaid.org/
Leerstandsmelder;Der Leerstandsmelder ist eine digitale Plattform, die es Nutzern ermöglicht, leerstehende Immobilien in ihrer Region zu melden und auf einer interaktiven Karte sichtbar zu machen. Ziel ist es, auf Wohnungsleerstand aufmerksam zu machen und sich gegen diesen einzusetzen.;['Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Karten & Verzeichnisse', 'Öffentliche Daten'];['Inklusion & Teilhabe', 'Stadtentwicklung'];In Weiterentwicklung;Leerstandsmelder;https://leerstandsmelder.de/;https://www.leerstandsmelder.de;;Zurück
Legal ai;"Eine AI die für einzelne Gesetze als ein ""Digital Twin"" repräsentiert.";['Künstliche Intelligenz', 'Sprachtechnologie'];['Arbeit & Soziales', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/legal-ai/258;https://www.civic-coding.de/community/projekt/legal-ai/258;CC-BY-NC-ND 4.0;https://www.civic-coding.de
LeiKa-Tool;Der Leistungskatalog der öffentlichen Verwaltung (LeiKa) ist ein Verzeichnis aller Verwaltungsleistungen, die von Bund, Ländern und den Kommunen erbracht werden. Der LeiKa definiert für jede …;['Karten & Verzeichnisse', 'Webanwendungen', 'Öffentliche Daten'];[];In Betrieb;Code for Germany;https://opengovtech.de/leika/, https://github.com/codedust/leika-tool/;https://codefor.de/projekte/da-leika-tool/;CC-BY 4.0;https://codefor.de
Leicht. Machen.;Wir entwickeln Leicht. Machen, ein KI-Tool zur Sprachvereinfachung. Egal ob Leichte Sprache, Einfache Sprache oder ein ganz eigener Stil. Unser innovatives KI-Konzept ermöglicht es jedem, Texte schnell und datenschutzkonform zu vereinfachen und verständlicher zu machen.;['Open-Source-Software', 'Webanwendungen'];['Bildung', 'Inklusion & Teilhabe', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/leicht-machen/1188;https://www.civic-coding.de/community/projekt/leicht-machen/1188;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Leichter Lesen Lernen;Unsere KI-gestützte Assistenz für Kinder im LRS- (Legasthenie-)Spektrum soll bereits ab der 1. Klasse dabei helfen, Silben und Wörter besser zu erkennen und die Lesegeschwindigkeit zu erhöhen. Die KI unterstützt die Kinder via Spracherkennung, Feedback und Wiederholung.;['Automatisierung', 'Künstliche Intelligenz', 'Sprachtechnologie', 'Webanwendungen'];['Anti Dismkriminierung', 'Bildung', 'Flucht & Migration', 'Inklusion & Teilhabe', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/leichter-lesen-lernen/1268;https://www.civic-coding.de/community/projekt/leichter-lesen-lernen/1268;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Leipzig Maps;Eine Karte von Leipzig die Daten zur Stadt wiedergibt. Die Karte gibt u.a. folgende Daten wieder: Leipzig - Schwimmhallen (leipzig.de) Leipzig - Freibäder (leipzig.de) Leipzig - Spielplätze …;['Karten & Verzeichnisse'];['Stadtentwicklung'];Abgeschlossen;OK Lab Leipzig, Code for Germany;https://codeforleipzig.github.io/leipzigmaps/, https://github.com/CodeforLeipzig/leipzigmaps;https://codefor.de/projekte/leipzig-maps/;CC-BY 4.0;https://codefor.de
Leipzig Rally Map;Das Projekt Rally Map (vormaliger Name war Mobmap 🙂) stellt das Versammlungsgeschehen in Leipzig auf einer interaktiven Karte dar. Dabei werden die Orte und Straßen, auf den Versammlungen stattfinden, …;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen', 'Öffentliche Daten'];['Stadtentwicklung'];Abgeschlossen;OK Lab Leipzig, Code for Germany;https://codeforleipzig.github.io/rallymap, https://github.com/CodeforLeipzig/rallymap;https://codefor.de/projekte/le-rallymap/;CC-BY 4.0;https://codefor.de
Leipzig giesst;Auf dieser Plattform kannst Du Dich über Bäume in deiner Nachbarschaft und ihren Wasserbedarf informieren. Du kannst einzelne Bäume adoptieren und markieren, wenn Du sie gegossen hast. Dieses Projekt …;['Datenmanagement', 'Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen', 'Öffentliche Daten'];['Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;OK Lab Leipzig, Code for Germany;https://www.leipziggiesst.de/, https://app.leipziggiesst.de/, https://play.google.com/store/apps/details?id=webviewgold.leipziggiesst, https://apps.apple.com/de/app/leipzig-gie%c3%9ft/id6443637713?platform=iphone, https://github.com/CodeforLeipzig/leipziggiesst;https://codefor.de/projekte/le-leipziggiesst/;CC-BY 4.0;https://codefor.de
Leipzig pumpt;Auf dieser Webseite kannst Du Dich über die Handschwengelpumpen (inklusive abgebaute und inaktive) in Leipzig informieren. Das Projekt nutzt die Daten von Wikipedia als auch die Daten aus …;['Datenreporting', 'Webanwendungen'];['Klima & Umwelt', 'Stadtentwicklung'];Abgeschlossen;OK Lab Leipzig, Code for Germany;https://codeforleipzig.github.io/leipzig_auf_pump/, https://github.com/CodeforLeipzig/leipzig_auf_pump, https://stiftung-ecken-wecken.de/content/leipzig-pumpt-handschwengelpumpen-wiederbeleben;https://codefor.de/projekte/le-leipzigpumpt/;CC-BY 4.0;https://codefor.de
Lernende Systeme in der Beratung;"Das Pilotprojekt ""Lernende Systeme in der Beratung"" erforscht und entwickelt den gemeinwohlorientierten Einsatz von Künstlicher Intelligenz zur Unterstützung der Sozialberatung der Caritas. Ein Prototyp namens CariFIX ermöglicht die webbasierte Vernetzung und den Austausch von Beratenden zu fachlichen Fragen, um Expertise bundesweit zu matchen.";['Automatisierung', 'Datenanalyse', 'Digitale Plattformen', 'Virtuelle Assistenz', 'Wissensorganisation', 'Öffentliche Daten'];['Flucht & Migration', 'Soziale Dienste'];In Weiterentwicklung;Caritas Deutschland, Bundesministerium für Familie, Senioren, Frauen und Jugend (BMFSFJ);https://carifix.carinet.de/, https://labor.caritas-digital.de/lernende-systeme/;https://www.caritas-digital.de/projekte/lernende-systeme-in-der-beratung/;CC-BY 4.2;https://civic-data.de/
Lernmedien-Buddy;Der Lernmedien-Buddy ist eine App (iOS und Android) für Schüler*innen, mit deren hilfe spielerisch nach Lernmaterialien gesucht werden kann. Durch “social logins” bringt die App Suchende …;['Fortbildung', 'Open-Source-Software', 'Webanwendungen'];['Bildung'];In Betrieb;OK Lab Ruhrgebiet, Code for Germany;https://github.com/publicplan/hackathon-prototype, http://www.learnline.schulministerium.nrw.de;https://codefor.de/projekte/dus-ruhr-lernmedien-buddy/;CC-BY 4.0;https://codefor.de
Lernprogramm „Unsere KI“;Ein kompaktes Lernprogramm für den Einstieg in das Thema Künstliche Intelligenz. Die Lernplattform ermöglicht mittels KI individuelle Lernwege für unterschiedlich vorgebildete Nutzer. Auf diese Weise wird Grundwissen für die Einschätzung von Chancen und Risiken der KI vermittelt.;['Fortbildung', 'Webanwendungen'];['Bildung', 'Gesundheit'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/lernprogramm-unsere-ki/263;https://www.civic-coding.de/community/projekt/lernprogramm-unsere-ki/263;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Lets listen! Der online Raum in dem Menschen sich zuhören.;Ich werde gehört und gesehen. Mit allem wie ich bin. Hierfür schaffen wir einen Rahmen in dem wir eine KI unterstütze Online-Video-Platform entwickeln. Wo Menschen sich sicher, wertfrei und offen begegnen. Achtsam und auf Augenhöhe. Gelingende Gesellschaft beginnt mit Beziehung.;['Digitale Plattformen', 'Künstliche Intelligenz', 'Webanwendungen'];['Arbeit & Soziales', 'Gesundheit', 'Inklusion & Teilhabe', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;https://www.civic-coding.de/community/projekt/lets-listen-der-online-raum-in-dem-menschen-sich-zuhoeren/299;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Lieblingsplatz;Finde einen Lieblingsplatz in einer KiTa in Berlin! Auf einer Karte siehst Du KiTas und Tagesmütter in eurer Nähe und kannst sie filtern nach Dingen, die Dir wichtig sind.;['Karten & Verzeichnisse', 'Webanwendungen'];['Jugendhilfe'];Unbekannt;OK Lab Berlin, Code for Germany;https://github.com/lieblingsplatz/lieblingsplatz;https://codefor.de/projekte/lieblingsplatz/;CC-BY 4.0;https://codefor.de
Linked Open Haushalt;Der offene Haushalt mit seiner wohlbekannten TreeMap-Visualisierung ist natürlich der interessanteste Datensatz jeder offenen Stadt. Wir gehen einen Schritt weiter und setzen den Haushalt direkt mit …;['Datenreporting', 'Karten & Verzeichnisse', 'Öffentliche Daten'];['Organisation & Professionalisierung', 'Stadtentwicklung'];Unbekannt;OK Lab Jena, Code for Germany;http://www.offenes-jena.com/Apps/OffenerHaushalt, https://github.com/OffenesJena/OffenerHaushalt;https://codefor.de/projekte/jena-linkedopenhaushalt/;CC-BY 4.0;https://codefor.de
Linked Open Statistical Data;Im Projekt Linked Data haben wir uns zunächst mit Linked Open Statistical Data beschäftigt. Dafür haben wir die Daten des Bielefelder Statistikamtes in Linked Data transformiert, also statt in …;['Wissensorganisation', 'Öffentliche Daten'];[];In Betrieb;Code for Bielefeld, Code for Germany;https://github.com/codeforbielefeld/LinkedData;https://codefor.de/projekte/bie-linked-data/;CC-BY 4.0;https://codefor.de
LoRaWAN Gateways in Heilbronn;Das Internet der Dinge setzt neue Anforderungen an die Datenübertragungen in Städten und auf dem Land. Neue Funktechniken setzten auf immer schnellere Übetragungsraten zulasten der Reichweite. …;['Datenanalyse', 'Open-Source-Software', 'Wirkungsmessung'];['Organisation & Professionalisierung', 'Stadtentwicklung'];In Betrieb;Code for Heilbronn, Code for Germany;https://codeforheilbronn.de/projects/2018-02-08-LoraWan, https://codeforheilbronn.de/2018/05/17/ttn-lora-gateway.html;https://codefor.de/projekte/hn-lorawan/;CC-BY 4.0;https://codefor.de
Lokaler KI-Assistent für die Zivilbevölkerung (LoKI);Der Lokale KI-Assistent für die Zivilbevölkerung (LoKI) wird ein digitales Kommunikationssystem, welches Bürgerinnen und Bürger auf einfache und schnelle Weise bei Fragen in Bezug auf Behördenprozesse oder andere für die Zivilgesellschaft relevante Themen unterstützt.;['Automatisierung', 'Datenanalyse', 'Künstliche Intelligenz'];['Demokratie & Soziale Rechte', 'Organisation & Professionalisierung'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;https://www.civic-coding.de/community/projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Lokaler KI-Assistent für die Zivilbevölkerung;Der Lokale KI-Assistent für die Zivilbevölkerung (LoKI) wird ein digitales Kommunikationssystem, welches Bürgerinnen und Bürger auf einfache und schnelle Weise bei Fragen in Bezug auf Behördenprozesse oder andere für die Zivilgesellschaft relevante Themen unterstützt.;['Digitale Plattformen', 'Virtuelle Assistenz'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Organisation & Professionalisierung'];In Planung;Civic Coding;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Luftqualität Sachsen;Eine übersichtliche Darstellung der Messwerte aller sächsischen Messstationen zur Luftqualität. Zu jeder Messstation werden die Daten detailliert als Tabelle und Diagramm dargestellt. Umsetzung Daten: …;['Datenreporting', 'Webanwendungen'];['Klima & Umwelt'];Abgeschlossen;OK Lab Leipzig, Code for Germany;http://www.umwelt.sachsen.de/umwelt/infosysteme/luftonline/recherche.aspx, https://github.com/CodeforLeipzig/luftqualitaet_sachsen, https://commons.wikimedia.org/wiki/File:2014-02_Halle_Street_Art_89.jpg;https://codefor.de/projekte/le-luftqualitaet_sachsen/;CC-BY 4.0;https://codefor.de
Lupai - Die KI, die das Leben in Deutschland einfacher macht.;Mit Lupai soll eine KI-basierte Webanwendung geschaffen werden, die Menschen mit Migrationserfahrung die selbstständige Information über rechtliche Rahmenbedingungen und administrativen Abläufe im Themenfeld Migration und Arbeit erleichtert.;['Künstliche Intelligenz', 'Webanwendungen'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Flucht & Migration', 'Inklusion & Teilhabe', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/lupai-die-ki-die-das-leben-in-deutschland-einfacher-macht/1182;https://www.civic-coding.de/community/projekt/lupai-die-ki-die-das-leben-in-deutschland-einfacher-macht/1182;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Länderfinanzausgleich visualisieren;Im Länderfinanzausgleich werden jährlich riesige Summen bewegt. Daten über die Höhe der Zahlungen liegen seit 1950 durchgehend vor. In dem Projekt sollen verschiedene Visualisierungsansätze und -tools …;['Datenreporting'];['Organisation & Professionalisierung'];Unbekannt;OK Lab Hamburg, Code for Germany;http://public.tableausoftware.com/profile/#!/vizhome/LFA_v2/Dashboard1, http://de.wikipedia.org/wiki/L%C3%A4nderfinanzausgleich;https://codefor.de/projekte/hh-laenderfinanzausgleich/;CC-BY 4.0;https://codefor.de
MAGD • Open Editable Source für Fördervereine;Persönlicher Chatbot, der „handeln“ kann, für Mitglieder im Schul-Förderverein und QR-basierten Instrumentenverleih.;['Automatisierung', 'Digitale Plattformen', 'Künstliche Intelligenz', 'Open-Source-Software', 'Webanwendungen'];['Bildung', 'Inklusion & Teilhabe', 'Jugendhilfe', 'Soziale Dienste'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/magd-open-editable-source-fur-foerdervereine/1168;https://www.civic-coding.de/community/projekt/magd-open-editable-source-fur-foerdervereine/1168;CC-BY-NC-ND 4.0;https://www.civic-coding.de
"MAMMOth ""Multi-Attribute, Multimodal Bias Mitigation in AI Systems""";Das EU-geförderte Projekt MAMMOth bekämpft KI-Bias, indem es sich auf die Minderung von Mehrfachdiskriminierung bei tabellarischen, Netzwerk- und multimodalen Daten konzentriert. In Zusammenarbeit mit Informatik- und KI-Experten wird das Projekt Werkzeuge für eine fairnessorientierte KI entwickeln, die die Rechenschaftspflicht in Bezug auf geschützte Merkmale wie Geschlecht, Rasse und Alter sicherstellen. Das Projekt wird auch Gemeinschaften schutzbedürftiger und/oder unterrepräsentierter Gruppen in die KI-Forschung einbeziehen, um sicherzustellen, dass die Bedürfnisse und Probleme der Nutzer tatsächlich im Mittelpunkt der Agenda stehen. Endziel ist die Entwicklung von Pilotprojekten für Finanz-/Kreditanträge, Identitätsprüfung und akademische Evaluierung.;['Datenanalyse', 'Künstliche Intelligenz'];['Klima & Umwelt'];Unbekannt;ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS (CERTH);https://mammoth-ai.eu/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
MBAZA A.I CHATBOT;Dies ist ein Regierungs-Chatbot in der Landessprache (Sprache und Text), über den Bürger Zugangsinformationen und Unterstützung erhalten sowie Feedback geben können. Darüber hinaus werden „Kontaminationsfälle über diese Schnittstelle verfolgt“. Ziel ist es, Zugangs- und Alphabetisierungsbarrieren zu überwinden.;['Künstliche Intelligenz', 'Sprachtechnologie', 'Webanwendungen'];['Anti Dismkriminierung', 'Bildung', 'Internationale Projekte'];Unbekannt;Digital Umuganda, GIZ;https://digitalumuganda.com/chatbot/;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
MI4People - Machine Intelligence für das Gemeinwohl;MI4People ist ein Netzwerk von hoch-qualifizierten Volontären, die KI- und Data-Science-Anwendungen erstellen, die dabei helfen humanitäre und ökologische Probleme unserer Welt zu lösen. Es soll als R&D Department für das Gemeinwohlsektor agieren.;['Automatisierung', 'Datenanwendung für Öffentlichkeit', 'Datenerhebung', 'Künstliche Intelligenz', 'Open-Source-Software', 'Webanwendungen'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Inklusion & Teilhabe', 'Klima & Umwelt', 'Soziale Dienste'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786;https://www.civic-coding.de/community/projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786;CC-BY-NC-ND 4.0;https://www.civic-coding.de
MIGStart - eine Plattform für Migrant*innen für einen schnellen Zugang zum dt. Arbeitsmarkt - einfach & barrierearm;MIGStart ist eine KI-gestützte Plattform, die Geflüchteten und Migrant*innen digital, niederschwellig und individuell den Einstieg in den deutschen Arbeitsmarkt erleichtert – mit Sprach- und Formularverarbeitung, Jobmatching und Netzwerkzugang für Talente und Unternehmen.;['Automatisierung', 'Digitale Plattformen'];['Anti Dismkriminierung', 'Arbeit & Soziales', 'Flucht & Migration', 'Gesundheit', 'Inklusion & Teilhabe'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/migstart-eine-plattform-fur-migrantinnen-fur-einen-schnellen-zugang-zum-dt-arbeitsmarkt-einfach-barrierearm/1419;https://www.civic-coding.de/community/projekt/migstart-eine-plattform-fur-migrantinnen-fur-einen-schnellen-zugang-zum-dt-arbeitsmarkt-einfach-barrierearm/1419;CC-BY-NC-ND 4.0;https://www.civic-coding.de
MOOC4Mitbestimmung;Die University of Labour und das Deutsche Forschungszentrum für Künstliche Intelligenz, schult in Kooperation mit den Konzernbetriebsräten von IBM und Siemens woei dem IG Metall Vorstand Betriebs- und Personalrät*innen zu KI-Themen. Ziel ist es, Chancen und Risiken von KI im Betrieb zu bewerten und Betriebsvereinbarungen zu entwickeln. Massive Open Online Courses (MOOC) vermitteln Fachwissen, ein Sprachmodell für Nicht-Jurist*innen erstellt passgenaue Vereinbarungen.;['Open-Source-Software'];['Bildung', 'Inklusion & Teilhabe'];In Betrieb;Civic Coding;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mooc4mitbestimmung/96;https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mooc4mitbestimmung/96;CC-BY-NC-ND 4.0;https://www.civic-coding.de
MVG Rad für citybik.es;Da MVG Rad - das stadteigene Mietfahrradsystem - zwar wie in vielen anderen Städten auf Nextbike basiert, in München aber tatsächlich eine White-Label-Lösung zu sein scheint, konnte man bislang mit …;['Open-Source-Software', 'Webanwendungen'];['Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;OK Lab München, Code for Germany;https://citybik.es, https://github.com/eskerda/pybikes;https://codefor.de/projekte/mvg-rad-citybikes/;CC-BY 4.0;https://codefor.de
Machine Against the Rage;Machine Against the Rage ist ein Online-Magazin und Trendreport, das vierteljährlich Datenanalysen zu Hass und Desinformation sowie Untersuchungen des politischen Streits im digitalen Raum präsentiert. Es bietet Einblicke in digitale Konfliktforschung und Monitoring-Ergebnisse.;['Datenanalyse', 'Datenreporting', 'Wirkungsmessung'];['Anti Dismkriminierung', 'Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Organisation & Professionalisierung'];In Betrieb;Institut für Demokratie und Zivilgesellschaft (IDZ), Civic Research and Innovation (CRI), toneshift - Netzwerk gegen Hass im Netz und Desinformation, Bundesministerium für Bildung, Familie, Senioren, Frauen und Jugend, BAG »Gegen Hass im Netz«;https://machine-vs-rage.net/;https://machine-vs-rage.bag-gegen-hass.net/;CC-BY 4.36;https://civic-data.de/
Machine Learning by Deaf Hands;Als gehörlose Menschen wählen wir in der KI- und Avatar-Forschung einen anderen Weg zur Barrierefreiheit von gehörlosen Bürgern: Wir bringen der KI mittels einer Vielzahl an Videomaterial die Gebärdensprache bei, so wie Menschen die Gebärdensprache auch lernen.;['Künstliche Intelligenz', 'Webanwendungen'];['Bildung', 'Inklusion & Teilhabe', 'Kultur'];Unbekannt;Civic Coding;https://www.civic-coding.de/community/projekt/machine-learning-by-deaf-hands/1196;https://www.civic-coding.de/community/projekt/machine-learning-by-deaf-hands/1196;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Mad Memory;Online-Memory-Spiel, das dazu einlädt, sich genauer mit Wörtern aus dem Rheinischen Mitmachwörterbuch und dem Sächsischen Wörterbuch zu beschäftigen. Das Projekt als Beitrag zum Coding da Vinci West …;['Open-Source-Software', 'Webanwendungen'];['Bildung', 'Internationale Projekte', 'Kultur'];Abgeschlossen;OK Lab Leipzig, Code for Germany;https://madmemory.joergreichert.now.sh, https://codingdavinci.de/de/projekte/madmemory, https://github.com/joergreichert/madmemory;https://codefor.de/projekte/le-madmemory/;CC-BY 4.0;https://codefor.de
Magd-O-Mat 2019;Der Magd-O-Mat ist ein Magdeburger Wahl-O-Mat nach dem Vorbild des von der Bundes- und Landeszentrale für politische Bildung eingesetzten Wahl-o-Maten. Er wird für die Kommunalwahlen von Magdeburg …;['Webanwendungen'];['Demokratie & Soziale Rechte'];Abgeschlossen;OK Lab Magdeburg, Code for Germany;https://www.magdeburg-waehlt.de;https://codefor.de/projekte/magdeburg-magd-o-mat/;CC-BY 4.0;https://codefor.de
Magd-O-Mat 2024;Der Magd-O-Mat ist ein Magdeburger Wahl-O-Mat nach dem Vorbild des von der Bundes- und Landeszentrale für politische Bildung eingesetzten Wahl-o-Maten. Er wird für die Kommunalwahlen von Magdeburg …;['Digitale Plattformen', 'Webanwendungen'];['Demokratie & Soziale Rechte', 'Stadtentwicklung'];In Betrieb;OK Lab Magdeburg, Code for Germany;https://www.magdeburg-waehlt.de;https://codefor.de/projekte/magdeburg-magd-o-mat-2024/;CC-BY 4.0;https://codefor.de
MagdeGo;UPDATE: Aufgrund Druck von Dritter (wir nennen keine Namen) musste MagdeGo offline genommen werden. Wir planen aber einen Relaunch. Kein lästiges Warten mehr auf deine Straßenbahn, die ausgerechnet …;['Webanwendungen'];[];Abgeschlossen;OK Lab Magdeburg, Code for Germany;http://magdego.de;https://codefor.de/projekte/magdeburg-magdego/;CC-BY 4.0;https://codefor.de
Magdeburg gießt;Auf dieser Plattform kannst Du Dich über Bäume in Deiner Nachbarschaft und ihren Wasserbedarf informieren. Du kannst einzelne Bäume adoptieren und markieren, wenn Du sie gegossen hast. Wenn Du die …;['Datenanwendung für Öffentlichkeit', 'Digitale Plattformen', 'Karten & Verzeichnisse'];['Demokratie & Soziale Rechte', 'Inklusion & Teilhabe', 'Klima & Umwelt', 'Stadtentwicklung'];In Betrieb;OK Lab Magdeburg, Code for Germany;https://magdeburg-giesst.de, https://github.com/code-for-magdeburg/magdeburggiesst;https://codefor.de/projekte/magdeburg-giesst/;CC-BY 4.0;https://codefor.de
Maifeuer 2014 in Chemnitz;Auf einer Karte werden die Maifeuer in Chemnitz übersichtlich dargestellt. Die Daten wurden von der Stadt Chemnitz als Text veröffentlicht.;['Datenreporting', 'Karten & Verzeichnisse', 'Webanwendungen'];['Stadtentwicklung'];Abgeschlossen;OK Lab Chemnitz, Code for Germany;http://codeforchemnitz.de/projects/maifeuer2014;https://codefor.de/projekte/maifeuer-chemnitz/;CC-BY 4.0;https://codefor.de
Majorelle Mystery;Online Escape-Game, das in der berühmten Jugendstil-Villa Majorelle in Nancy spielt – samt deren ehemaligen Besitzer:innen und Erbauer:innen. Umsetzung Das Spiel wurde mit der Game-Engine Godot in …;['Datenanalyse', 'Webanwendungen'];['Kultur', 'Stadtentwicklung'];Abgeschlossen;OK Lab Leipzig, Code for Germany;http://majmys.art, https://codingdavinci.de/de/projekte/majorelle-mystery, https://github.com/joergreichert/MajorelleMysteryApp, https://github.com/The-Villains/MajorelleMysteryApp, https://www.hlsplayer.net/mp4-player#type=mp4&src=https%3A%2F%2Fgithub.com%2FThe-Villains%2FMajorelleMysteryApp%2Freleases%2Fdownload%2F0.7%2FMajorelleMystery-Linux-Video-0.7.mp4;https://codefor.de/projekte/le-villamajorelle/;CC-BY 4.0;https://codefor.de
Map of Change - haben wir die Welt von morgen schon geschaffen?;Eine Übersicht des EU-weiten gemeinwohl orientierten Wandel in den Bereichen Wirtschaft, Politik und Zivilgesellschaft. Von Direktiven zu Regional weiten Projekten und einzelnen Organisation und Akteur*innen in Städten. Sichtbarkeit für das Unsichtbare welche Morgen retten.;['Datenanalyse', 'Datenreporting', 'Karten & Verzeichnisse', 'Künstliche Intelligenz', 'Öffentliche Daten'];['Klima & Umwelt'];In Betrieb;Civic Coding;https://www.civic-coding.de/community/projekt/map-of-change-haben-wir-die-welt-von-morgen-schon-geschaffen/1084;https://www.civic-coding.de/community/projekt/map-of-change-haben-wir-die-welt-von-morgen-schon-geschaffen/1084;CC-BY-NC-ND 4.0;https://www.civic-coding.de
Marine Litter Detection via Satellites;Gemeinsam mit Alexander Thamm haben wir vor Kurzem ein Projekt gestartet, das Computer Vision und Satellitenbilder nutzt, um eine globale Karte von Meeresmüll zu erstellen. Ziel ist es, Transparenz in diesem Bereich zu schaffen, die Forschung zu erleichtern und Verbesserungen bei der Koordinierung von Säuberungsaktionen auf See zu ermöglichen! Ziel des Projekts ist die Entwicklung eines mit künstlicher Intelligenz und maschinellem Lernen (KI/ML) ausgestatteten Computer-Vision-Systems, das in der Lage ist, in Ozeanen und Meeren treibendes Plastik und anderen Meeresmüll sowie dessen Position und Größe mithilfe von Satellitenbildern in (nahezu) Echtzeit zu identifizieren und diese Informationen Forschern, Umweltschützern, Aktivisten, Behörden und anderen Organisationen kostenlos zur Verfügung zu stellen.;[];[];In Betrieb;MI4People;https://de.mi4people.org/marinelitterdetectionviasatellites;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
MasakhaNER;Eigennamenerkennung (Named Entity Recognition) für afrikanische Sprachen. Hierbei geht es um die Identifizierung vordefinierter Kategorien in Texten, wie z. B. Personennamen, Orte und Organisationen.;['Datenanalyse', 'Künstliche Intelligenz', 'Sprachtechnologie', 'Öffentliche Daten'];['Bildung', 'Inklusion & Teilhabe', 'Internationale Projekte', 'Kultur'];Unbekannt;Masakhane;https://www.masakhane.io/ongoing-projects/masakhaner-know-our-names;https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx;CC-BY 4.0;https://publicinterest.ai/
