id,title,content,topic_label,location,address,links,topics,top3_matches
58,AndYou? - Politisches Weiterdenken – Das Prompt-Workbook,"['Das Workbook fördert Zukunftskompetenzen und demokratische Teilhabe: Es nutzt textgenerative KI zur Entwicklung von Zukunftsszenarien und Reflexion politischer Dynamiken, thematisiert ethische Fragen und richtet sich an Lehrkräfte aller Altersgruppen. Durch interaktive Prompts und pädagogische Empfehlungen unterstützt das Workbook eine kreative und reflektierte Gestaltung politischer Bildung im digitalen Zeitalter.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/and-you-politisches-weiterdenken-das-prompt-workbook/58', 'name': 'Weitere Informationen'}]","[{'label': 'Generative KI'}, {'label': 'Large Language Models (LLM)'}]",Deine-I.de (63); ARS-Tool (53); Kompreni (53)
59,112 – KI rettet Leben,"['Durch den Einsatz von KI sollen transkribierte Gespräche in Echtzeit mit den Ortsdaten abgeglichen werden und eine automatische Lokalisierung für Notrufe erfolgen, die nicht eindeutig identifizierbar sind und nur anhand von Umgebungsbeschreibungen verortet werden können.']",Arbeit und Soziales,{'label': 'Weingarten'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/112-ki-rettet-leben/59', 'name': 'Weitere Informationen'}]","[{'label': 'Data Science'}, {'label': 'Datenanalyse'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Natural Language Processing (NLP)'}, {'label': 'Spracherkennung'}, {'label': 'Open Source'}]",112 - KI rettet Leben. (100); Mithilfe von KI Wirkungsmessung skalieren (86); Automatisierte Fragebogenauswertung mit Generativer KI (86)
60,inGemeinschaft,"['Ein Fullservice-Angebot, welches es älteren Menschen in größeren Wohnungen leichter macht, junge passende Mitbewohner*innen zu finden. Damit geht das Projekt gleich mehrere gesellschaftlich-soziale Herausforderungen an: Altersarmut, Einsamkeit, mangelnder Wohnraum, Generationen-Konflikte etc.']","Bildung, Gesellschaft und Engagement",{'label': 'München'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ingemeinschaft/60', 'name': 'Weitere Informationen'}]","[{'label': 'Automatisierung & Robotik'}, {'label': 'Datenanalyse'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Responsible AI'}, {'label': 'Virtuelle Assistenten'}]","Gemeinschaftsentscheidungen (83); Synergie Contract – KI gestützt gemeinschaftlich Strom erzeugen, verteilen und nutzen (79); Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI) (77)"
61,Glücksfuchs-App,"['Bei der Glücksfuchs-App handelt es sich um eine wissenschaftsbasierte Mental Health App für Grundschulen, einer digitalen Präventionsmaßnahme zur Stärkung der psychischen Gesundheit bei Kindern.']","Bildung, Gesellschaft und Engagement",{'label': 'Bornheim'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/gluecksfuchs-app/61', 'name': 'Weitere Informationen'}]","[{'label': 'Data Science'}, {'label': 'Mensch-Maschine-Interaktion'}, {'label': 'Natural Language Processing (NLP)'}, {'label': 'Spracherkennung'}, {'label': 'Text-to-Speech-Technologie (TTS)'}]",City-App für Bad Wimpfen (86); Müllkalender App Gießen (86); Real-time parking lot app for Frankfurt am Main (86)
62,barrierefrAI: KI-Bot für Menschen mit Behinderung oder psychischer Erkrankung,"[""Ziel des Projekts ist die Entwicklung von 'barrierefrAI', einem KI-Bot, der die Barrierefreiheit in digitalen Räumen für Menschen mit Behinderungen verbessert. So erhält ein blinder Mensch ortsbezogen wichtige Informationen zur Umgebung. Der Bot bietet flexible Anpassungen an die Bedürfnisse der unterschiedlichen Menschen wie einfache und mehrsprachige Navigation sowie Hilfen für eine selbstbestimmte Orientierung im öffentlichen Raum.""]",Arbeit und Soziales,{'label': 'Bielefeld'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/barrierefrai-ki-bot-fuer-menschen-mit-behinderung-oder-psychischer-erkrankung/62', 'name': 'Weitere Informationen'}]","[{'label': 'Generative KI'}, {'label': 'Mensch-Maschine-Interaktion'}]",Mithilfe von KI Wirkungsmessung skalieren (86); Mit Daten zu transparenterer Demokratie (86); Auswertung einer Umfrage zu KI im Ehrenamt (86)
63,Eine leicht bedienbare Nutzeroberfläche für Whisper,"['Whisper ist eine KI-Anwendung, die aus gesprochener Sprache Texte erstellt. Eine leicht bedienbare, mehrsprachige Benutzeroberfläche macht diese Sprache-zu-Text-Funktion für Menschen ohne Programmierkenntnisse zugänglicher. Weitere Funktionen wie die Erkennung von Sprecher*innen oder das Erstellen von Zusammenfassungen des generierten Textes ergänzen das Projekt.']",Arbeit und Soziales,{'label': 'Frankfurt am Main'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/eine-leicht-bedienbare-nutzeroberflaeche-fuer-whisper/63', 'name': 'Weitere Informationen'}]","[{'label': 'Open Source'}, {'label': 'Spracherkennung'}]","Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI) (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); Erstellung eines interaktiven Survey-Reports für die Hacklab Foundation, Ghana (86)"
64,Fugitive Dreams,"['„Fugitive Dreams“ nutzt KI, um Menschen mit Migrationshintergrund künstlerisch zu fördern. In sechs Workshops mit Expert*innen entstehen digitale Werke, die als NFTs verkauft werden. Erlöse kommen direkt den Teilnehmer*innen zugute, um Integration und soziale Teilhabe zu unterstützen.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/fugitive-dreams/64', 'name': 'Weitere Informationen'}]","[{'label': 'Generative KI'}, {'label': 'Bildgenerierung'}]",ARTTEMIS (55); ADIS (51); CareMates (51)
65,Brückenwelten - KI-unterstützte Moderation für den Gesellschaftswandel,"['„Brückenwelten” bringt Menschen und Themen zusammen, um Vernetzung, Wissensaustausch und Zusammenarbeit zu ermöglichen. Mit KI-gestützter Reflexion und Dokumentation sorgt das Moderations-Assistenz-Tool für nachhaltigen Austausch und effektive Ergebnissicherung – ohne komplizierte Vor- und Nachbereitung. Die Lösung \u200bist \u200bleicht skalierbar – von kleinen Arbeitsgruppen bis zu Kongressen.']","Bildung, Gesellschaft und Engagement",{'label': 'Aachen'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/brueckenwelten-ki-unterstuetzte-moderation-fuer-den-gesellschaftswandel/65', 'name': 'Weitere Informationen'}]","[{'label': 'Mensch-Maschine-Interaktion'}, {'label': 'Open Source'}, {'label': 'Virtuelle Assistenten'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Generative KI'}]",Mithilfe von KI Wirkungsmessung skalieren (86); Auswertung einer Umfrage zu KI im Ehrenamt (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86)
66,FörderFunke,"['Der Staat macht Bürger*innen diverse Leistungsangebote. Welche Ansprüche bestehen, ist vielen Menschen nicht bewusst. Anträge werden oft gar nicht oder falsch gestellt. Leistungen gehen so verloren. FörderFunke ist eine Plattform, die Menschen proaktiv über ihre Ansprüche informiert.']",Arbeit und Soziales,{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/foerderfunke/66', 'name': 'Weitere Informationen'}]","[{'label': 'Open Source'}, {'label': 'Datenschutz'}]",Freifunk Knotenliste (70); Weiterbildungen im nachhaltigen Sektor fördern (68); Förderplattform für Akteur*innen aus dem Bereich Sport und sozialem Wandel (60)
67,Intelligente Fördermittelsuche für NPOs,"['Die Suche nach geeigneten Fördermitteln ist für alle gemeinnützigen Organisationen mit einem hohen personellen Aufwand verbunden. Das Projektteam will KI nutzen, um die Suche nach geeigneten Fördermitteln für Initiativen und Projekte, bei denen Sport und Bewegung im Mittelpunkt steht, effektiver, effizienter und einfacher zu gestalten.']","Bildung, Gesellschaft und Engagement",{'label': 'Hamburg'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/intelligente-foerdermittelsuche-fuer-npos/67', 'name': 'Weitere Informationen'}]","[{'label': 'Civic Data'}, {'label': 'Datenanalyse'}, {'label': 'Open Source'}]",Automatisiertes Qualitätsmanagement für ein Mentoringprogramm (86); Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI) (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86)
68,ArbeitSooNahe,"['Viele KMU in strukturschwachen Regionen, wie der SooNahe-Region, kämpfen mit einem zunehmenden Fachkräftemangel. Mithilfe von datengetriebenen Entscheidungsunterstützungssystemen sollen prozessnahe Mitarbeiter*innen befähigt werden, KI-Lösungen in der Arbeitsorganisation und Produktion eigenständig zu entwickeln und einzusetzen und so die Attraktivität des jeweiligen Standortes langfristig gesichert werden.']",Arbeit und Soziales,{'label': 'Meisenheim'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/arbeitsoonahe/68', 'name': 'Weitere Informationen'}]","[{'label': 'Erklärbare KI'}, {'label': 'Generative KI'}, {'label': 'Mathematische Optimierung'}]",Digitalisierungsinitiative KMU - Datenschutz ist Arbeitnehmerschutz (65); KI-basierte Optimierung der Arbeitsabläufe in Webanwendungen (65); Alleinerziehend und arbeitslos: Analyse von Daten der Allgemeinen Sozialberatung der Caritas (62)
69,BadgeUp your Life,"['Das Projekt entwickelt das Ehrenamtsportal VolonTOOL mit KI weiter, sodass Ehrenamtsorganisationen ihre Projekte einfacher erfassen und effizienter Nachwuchs gewinnen können. Engagierte erhalten KI-gestützte Visualisierungen ihres Engagements, einen gamifizierten Skill-Tree und automatisierte Erstellung von Zertifizierungen.']","Bildung, Gesellschaft und Engagement",{'label': 'Wuppertal'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/badgeup-your-life/69', 'name': 'Weitere Informationen'}]","[{'label': 'Generative KI'}, {'label': 'Natural Learning Processing (NLP)'}, {'label': 'Mensch-Maschine-Interaktion'}]",Prototype Your Future City! (86); BrandenGo (55); OParl (54)
70,Kassenführung für Pädagog*innen in der Kinder- und Jugendhilfe,"['Der Geldfluss und die Führung der Kassenbücher in den Betreuungseinheiten muss für die Pädagog*innen der Kinder- und Jugendhilfe vor Ort unaufwändiger und anwender*innenfreundlicher werden. Es muss schnell gehen, intuitiv nutzbar und mobil möglich sein. KI soll dabei helfen, den finanzbuchhalterischen Vorgaben zu entsprechen und die Kassenführung für Pädagog*innen automatisiert einfacher und effizienter umzusetzen. Sie kann Daten auslesen, erkennen und zuordnen.']",Arbeit und Soziales,{'label': 'Wiesbaden'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kassenfuehrung-fuer-paedagoginnen-in-der-kinder-und-jugendhilfe/70', 'name': 'Weitere Informationen'}]","[{'label': 'Spracherkennung'}, {'label': 'Bilderkennung'}]",Output Monitoring durch Entwicklung und Implementierung eines Fragebogen mithilfe von Fokusgruppen (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten (86)
71,Förderfinder für Soziale Innovationen,"['Das Projekt macht mit einem bundesweiten Förderfinder Support-, Förder- und Finanzierungsprogramme für sozial-innovative Projekte, Sozialunternehmen, Organisationen, Kommunen und weitere innovative Akteur*innen, die gesellschaftliche Probleme lösen, transparent und leichter auffindbar.']",Arbeit und Soziales,{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/foerderfinder-fuer-soziale-innovationen/71', 'name': 'Weitere Informationen'}]","[{'label': 'Automatisierung & Robotik'}, {'label': 'Generative KI'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Natural Language Processing (NLP)'}, {'label': 'Virtuelle Assistenten'}]",Qualitätsanalyse von OpenStreetMap Daten für Trinkbrunnen (86); Automatisiertes Qualitätsmanagement für ein Mentoringprogramm (86); Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI) (86)
72,KI-gestützte Optimierung nachhaltiger Gebäude,"['Es wird eine KI-Anwendung entwickelt, die dabei hilft, wichtige Informationen über Baumaterialien – etwa zu CO₂-Ausstoß, Gewicht oder Verhalten beim Bauen – automatisch aus Umwelt-Datenblättern (EPDs, englisch: Environmental Product Declarations) zu lesen. Die KI lernt, diese Daten auch aus unübersichtlichen oder unterschiedlich aufgebauten EPDs zu erkennen. So lassen sich die Umweltfreundlichkeit eines Gebäudes und mögliche Verbesserungen berechnen.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Stuttgart'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-gestuetzte-optimierung-nachhaltiger-gebaeude/72', 'name': 'Weitere Informationen'}]","[{'label': 'Datenanalyse'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Large Language Models (LLM)'}, {'label': 'Open Source'}]",tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten (86); KIVI – KI + vigilare (86); KI:STE (86)
73,Digitale Transformation des Kennzahlenberichts des Programms Babylotse,"['Es geht im Projekt darum, den jährlichen Kennzahlenbericht des Qualitätsverbunds Babylotse e. V. zu digitalisieren, die Prozesse, die für die Erstellung notwendig sind, effizienter zu gestalten und zu prüfen, inwiefern KI hier beitragen könnte.']",Arbeit und Soziales,{'label': 'Hamburg'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/digitale-transformation-des-kennzahlenberichts-des-programms-babylotse/73', 'name': 'Weitere Informationen'}]","[{'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Data Science'}]",Mitgliederbefragung des Turnvereins Käfertal (86); FixMyBerlin – Digitale Tools für Radwegeplanung (86); Digitale Denkmalkarte für Schleswig-Holstein (86)
74,Faszination Nächtlicher Vogelzug,"['Das Projekt möchte naturinteressierte Menschen für den nächtlichen Vogelzug begeistern und ihnen ermöglichen, diesen mittels KI zu erfassen. Ziel ist es, anhand einer Modellregion einen Einblick über das Zuggeschehen zu bekommen. Mit den Ergebnissen sollen Wissenslücken geschlossen und so zukünftige Schutzmaßnahmen ermöglicht werden.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Regensburg'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/faszination-naechtlicher-vogelzug/74', 'name': 'Weitere Informationen'}]","[{'label': 'Data Science'}, {'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Open Source'}, {'label': 'Maschinelles Lernen (ML)'}]",Uwazi (54); KAIMO (54); Claim (54)
75,Robbenblick,['Die Robbenarten der Ostsee stehen unter strengem Schutz. Ihre Populationen sind wichtige Indikatoren für den Zustand mariner Ökosysteme. Die manuelle Überwachung der Robbenbestände ist derzeit sehr aufwendig. Mithilfe von KI möchte das Projektteam die Zählung und Überwachung dieser Arten verbessern. Somit kann schneller auf kritische Veränderungen reagiert und zur langfristigen Stabilität des Ökosystems Ostsee und zum marinen Naturschutz beigetragen werden.'],"Umwelt-, Klima- und Verbraucherschutz",{'label': 'Stralsund'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/robbenblick/75', 'name': 'Weitere Informationen'}]","[{'label': 'Bilderkennung'}, {'label': 'Datenanalyse'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Open Source'}, {'label': 'Remote Sensing'}]",KI² (60); AiApply: Bewerbungsschreiben leicht gemacht (57); BLOWI (54)
76,KIM - KI-basiertes Insektenmonitoring,"['Insekten zu erfassen, ohne sie zu töten? Das macht das Projekt KIM mithilfe von KI möglich. Das Projekt entwickelt eine intelligente Monitoring-Station auf Basis einer Malaisefalle mit Kameratunnel. Anders als herkömmliche Methoden, die auf zeitaufwendige DNA-Analysen setzen, liefert das System sofort verwertbare Daten und verknüpft sie mit Umweltfaktoren. Besonders wertvoll ist dieser Ansatz für den Schutz bedrohter Arten.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Hoppstädten-Weiersbach'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kim-ki-basiertes-insektenmonitoring/76', 'name': 'Weitere Informationen'}]","[{'label': 'Bilderkennung'}, {'label': 'Deep Learning'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Neuronale Netze'}]",KIVI – KI + vigilare (86); KI:STE (86); WERTIS-KI (86)
77,UrbanClimate,"['UrbanClimate misst Mikroklimadaten in Städten, visualisiert sie und analysiert sie mithilfe von KI. Autarke Wetterstationen und ein speziell entwickelter Bodenfeuchtesensor erfassen wichtige Umweltparameter wie Temperatur, Wind, Luftdruck, Niederschlag, Luftfeuchtigkeit und Bodenfeuchte.\u202fSo werden Hitzeinseln sichtbar – und Lösungen für eine kühlere, lebenswertere Stadt möglich.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Viernheim'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/urbanclimate/77', 'name': 'Weitere Informationen'}]","[{'label': 'Datenvisualisierung'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Neuronale Netze'}]",Claim (72); Climate Argumentation Assistant (67); Klimabot (64)
78,Wurmkomposter 5.0,"['„Wurmkomposter 5.0“ verfolgt das Ziel, biogene Reststoffe direkt in Städten zu kompostieren und als wertvolle Nährstoffe wiederzuverwenden. Der ""Wurmkomposter 5.0"" überwacht mit Sensoren den Kompostierungsprozess und gibt gezielte Hinweise, um optimale Bedingungen für die Würmer zu schaffen. Das Besondere: Über ein Voice-Interface können Nutzer*innen direkt mit den Würmern ""sprechen"" und spielerisch lernen, wie die Kompostierung funktioniert.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Osterholz-Scharmbeck'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/wurmkomposter-50/78', 'name': 'Weitere Informationen'}]",[{'label': 'Neuronale Netze'}],Kompreni (56); KAIMO (54); Kompetenzbooster: Future Skills für Studierende nachhaltig und spielerisch trainieren! (53)
79,OpenRiverSense,"['Kleine Gewässer sind essenziell für unser Ökosystem, doch es fehlen zuverlässige Daten zu Wasserstand und Qualität.\u202fDas Projekt OpenRiverSense (ORS) entwickelt kostengünstige Open-Hardware Prototypen, die Wasserparameter kontinuierlich erfassen und per Fernübertragung an eine Online-Datenbank senden. Die erfassten Daten werden aufbereitet und visualisiert – eine einfache Lösung für Behörden, Umweltverbände und Bürgerwissenschaftler*innen.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/openriversense/79', 'name': 'Weitere Informationen'}]","[{'label': 'Bilderkennung'}, {'label': 'Bildverarbeitung'}, {'label': 'Maschinelles Lernen (ML)'}]",OpenBus (65); Kompreni (64); IsoSens (60)
80,KI-Verleihstation,"['Warum kaufen, wenn man leihen kann? Einige Werkzeuge werden angeschafft und dann nur selten gebraucht. Dabei ginge es nachhaltiger.\u202fDas Projekt entwickelt Open Hardware für Self-Service-Verleihstationen, die rund um die Uhr genutzt werden können. Ein KI-Assistent unterstützt bei der Auswahl des passenden Werkzeugs, zeigt Alternativen auf und berechnet die potenzielle CO2- sowie Kosteneinsparung durch das Leihen.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'München'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-verleihstation/80', 'name': 'Weitere Informationen'}]","[{'label': 'Bilderkennung'}, {'label': 'Deep Learning'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Neuronale Netze'}]",Mithilfe von KI Wirkungsmessung skalieren (86); Automatisierte Fragebogenauswertung mit Generativer KI (86); Auswertung einer Umfrage zu KI im Ehrenamt (86)
81,DigitZ – Digitale Gartenzwerge,"['Digitale Gartenzwerge (DigitZ) – kleine, vernetzte Messstationen – erfassen Umweltfaktoren wie Luftdruck, Temperatur, Luftfeuchtigkeit, Lichteinstrahlung und Bodenfeuchte. Diese Daten werden in Echtzeit ins Internet übertragen und helfen, Witterungsverläufe besser zu verstehen. Damit liefern sie wertvolle Erkenntnisse über Trockenperioden, Frost oder Unwetter.']","Umwelt-, Klima- und Verbraucherschutz",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/digitz-digitale-gartenzwerge/81', 'name': 'Weitere Informationen'}]","[{'label': 'Bilderkennung'}, {'label': 'Deep Learning'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Neuronale Netze'}]",FixMyBerlin – Digitale Tools für Radwegeplanung (86); EcoAdvisor: Der Digitale Energieberater für nachhaltiges Wohnen (86); Skyla - Die digitale Assistenz für die Zusammenarbeit der Zukunft in Klassenraum und Kollegium (86)
82,Weltweite Datenübermittlung und -auswertung für Wirkungsmessung bei Terre des Hommes e.V.,"['Terre des Hommes unterstützt Projekte in der ganzen Welt, um große strategische Ziele zu erreichen. Damit Fortschritte messbar werden, wurden quantitative und qualitative Indikatoren definiert, zu denen weltweit Projektmanagerinnen und -manager Daten liefern. Eine passende IT-Infrastruktur soll diesen Prozess vereinfachen. Das Civic Data Lab (CDL) unterstützte die Entwicklung dieses neuen Tools zur Datenübermittlung und -auswertung.']","Bildung, Gesellschaft und Engagement",{'label': 'Osnabrück'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/weltweite-datenuebermittlung-und-auswertung-fuer-wirkungsmessung-bei-terre-des-hommes-ev/82', 'name': 'Weitere Informationen'}]","[{'label': 'Datenanalyse'}, {'label': 'Datenvisualisierung'}, {'label': 'Data Engineering'}]",Qualitätsanalyse von OpenStreetMap Daten für Trinkbrunnen (86); Mithilfe von KI Wirkungsmessung skalieren (86); Open Data aus Bürger- und Jugendbeteiligungsprojekten (86)
83,sunflower care (KI-gestützte Beratung für Beratende),"['Die Peer-Onlineberatungsplattform We Care unterstützt Menschen, die vor dem Krieg aus der Ukraine nach Deutschland fliehen mussten. Beratende haben oft selbst Migrations- und Fluchtgeschichten, können ihr Wissen direkt weitergeben oder werden unterstützt durch einen Chatbot über Informationen zum Leben in Deutschland. Diesen stellt das Civic Data Lab (CDL) mit Partnern von aureka zur Verfügung, indem das bestehende agentenbasierte System Lupai erweitert und per Schnittstelle zugänglich gemacht wird.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/sunflower-care-ki-gestuetzte-beratung-fuer-beratende/83', 'name': 'Weitere Informationen'}]","[{'label': 'Large Language Models (LLM)'}, {'label': 'Maschinelles Lernen'}, {'label': 'Datenanalyse'}, {'label': 'API'}]","Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI) (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); Erstellung eines interaktiven Survey-Reports für die Hacklab Foundation, Ghana (86)"
84,Datengestützte Zugänge zur Wissensdatenbank von Schule ein Gesicht geben e.V.,"['Schule ein Gesicht geben e.V. stellt ein umfangreiches Open-Source-Wissensarchiv für Schülervertretungen bereit. Gemeinsam mit dem Civic Data Lab (CDL) entwickeln sie neue Zugänge zu dieser Wissenssammlung und planen, sie über ein dialogbasiertes Interface verfügbar zu machen, um einen besseren Überblick zu gewährleisten.']","Bildung, Gesellschaft und Engagement",{'label': 'Berlin'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/datengestuetzte-zugaenge-zur-wissensdatenbank-von-schule-ein-gesicht-geben-ev/84', 'name': 'Weitere Informationen'}]","[{'label': 'Large Language Models (LLM)'}, {'label': 'Maschinelles Lernen (ML)'}, {'label': 'Datenanalyse'}]",Mithilfe von KI Wirkungsmessung skalieren (86); Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen (86); ETL Pipeline von Limesurvey zu einer Datenbank (86)
85,Relaunch der Civic Data Plattform Leerstandsmelder.de,"['Auf Leerstandsmelder.de können Bürgerinnen und Bürger leerstehenden Wohnraum eintragen, um Daten über teilweise illegalerweise nicht zur Nutzung freigegebenen Wohnraum zu sammeln – eine wichtige Grundlage für zivilgesellschaftliches Engagement im Bereich Wohnen. Das Civic Data Lab (CDL) unterstützte die letzten Schritte des Relaunches, mit dem das ehrenamtliche Team die Plattform auf neusten Stand brachte und die Bereitstellung von Daten für weitere Anwendungen ermöglichte.']","Bildung, Gesellschaft und Engagement",{'label': 'Hamburg'},[],"[{'label': 'Webseite', 'type': 'internal', 'src': 'https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/relaunch-der-civic-data-plattform-leerstandsmelderde/85', 'name': 'Weitere Informationen'}]","[{'label': 'Datenvisualisierung'}, {'label': 'Open Source'}]",Leerstandsmelder (90); Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform (86); Alleinerziehend und arbeitslos: Analyse von Daten der Allgemeinen Sozialberatung der Caritas (86)
