Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ideationai-neue-ideen-und-losungen-durch-ki-gestutzte-ideation/803;IdeationAI: Neue Ideen und Lösungen durch KI-gestützte Ideation;Generative KI, KI Anwendung, Entscheidungsassistent;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ideationai-neue-ideen-und-losungen-durch-ki-gestutzte-ideation/803;Civic Coding;In Planung;IdeationAI hilft dabei Probleme zu identifizieren und innovative Lösungen zu generieren. Mit Hilfe von künstlicher Intelligenz wird eine breite Palette an Lösungsoptionen erstellt und anschließend bewertet, was die Chancen auf erfolgreiche Innovationen erhöht.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-unterstutztes-sensemaking-als-mittel-zur-depolarisierung-der-gesellschaft/802;KI-unterstütztes Sensemaking als Mittel zur Depolarisierung der Gesellschaft;KI Anwendung;Demokratie;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-unterstutztes-sensemaking-als-mittel-zur-depolarisierung-der-gesellschaft/802;;In Weiterentwicklung;Unsere Gesellschaft ist durch eine starke Tendenz der Polarisierung geprägt, die zu sozialen Spannungen innerhalb der Gesellschaft führt. Mithilfe eines KI-unterstütztes Sensemaking soll die Fähigkeit von Personen gestärkt werden, die Perspektive anderer Personen zu verstehen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/omos-online-migrationsberatung-ohne-sprachbarrieren/801;OMoS - Online-Migrationsberatung ohne Sprachbarrieren;KI Anwendung, Übersetzungsassistent, Digitale Plattform, Entscheidungsassistent;Migration, Migrationsberatung, Barrierefreiheit, Integration;;;In Planung;Das Projekt nutzt ein NLP-Framework und KI-basierte Maschinenübersetzung, um die Migrationsberatung zu vereinfachen. Es zielt darauf ab, grundlegende Fragen mit vorhandenen Datenbanken zu beantworten und Echtzeit-Simultanübersetzungen für eine effizientere Beratung anzubieten.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-assistenz-fur-ein-aktiveres-und-eigenstaendigeres-leben-mit-diabetes/800;KI-basierte Assistenz für ein aktiveres und eigenständigeres Leben mit Diabetes.;Interaktive App, KI Anwendung, Datenanalyse, Entscheidungsassistent;Gesundheit, Sport;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-assistenz-fur-ein-aktiveres-und-eigenstaendigeres-leben-mit-diabetes/800;;In Planung;Eine App unterstützt Menschen mit insulinpflichtigem Diabetes beim Sport. Sie erstellt mittels KI-basierter Datenanalysen und der Kombination von medizinischen Leitlinien und Gesundheitssensoren personalisierte Tipps und Empfehlungen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/leed-ai-legal-education-ai/799;LeEd-AI (Legal Education AI);KI Anwendung, Entscheidungsassistent;Bildung, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/leed-ai-legal-education-ai/799;Civic Coding;In Planung;LeEd-AI ist ein KI-gestützter hochschuldidaktischer Interventionsdesigner, der Lehrkonzepte auf Basis von Kontextinformationen und Zielen erstellt. Er soll als Rahmen für die Detailplanung didaktischen Handelns dienen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-lehrplattform/790;KI Lehrplattform;Digitale Plattform, KI Anwendung, Datenanwendung für Öffentlichkeit, Wissensmanagement;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-lehrplattform/790;Civic Coding;In Weiterentwicklung;Unsere Lehrplattform für KI-Bildung soll Lehrkräften leicht Zugang zu Materialien bieten, um KI-Wissen im Unterricht inhaltlich hochwertig zu vermitteln. Wir möchten Lehrkräfte unterstützen, guten Unterricht zu geben und Schüler:innen gute KI-Bildung ermöglichen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786;MI4People - Machine Intelligence für das Gemeinwohl;KI-Anwendung, Datenanalyse, Digitale Plattform;KI, Humanitäre Hilfe, Umweltschutz, Nachhaltigkeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mi4people-machine-intelligence-fur-das-gemeinwohl/786;MI4People;In Betrieb;MI4People ist ein Netzwerk von hoch-qualifizierten Volontären, die KI- und Data-Science-Anwendungen erstellen, die dabei helfen humanitäre und ökologische Probleme zu lösen. Es agiert als F&E-Abteilung für den Gemeinwohlsektor.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/feminist-ai-and-digital-policy-roundtable-eine-feministische-zukunftsvision/783;Feminist AI and Digital Policy Roundtable - eine feministische Zukunftsvision;KI Anwendung, Wissensmanagement;KI, Gleichberechtigung, Demokratie;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/feminist-ai-and-digital-policy-roundtable-eine-feministische-zukunftsvision/783;;In Weiterentwicklung;"Das Projekt ""Feminist AI and Digital Policy Roundtable"" strebt an, eine feministische Zukunftsvision mittels KI und digitalpolitischen Leitlinien zu entwickeln. Es wurde als Diskussionsrunde mit relevanten Stakeholdern gestartet, um diese Vision zu erarbeiten."
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-burgerkommunikation-fur-soziales-und-oekologisches-loswerden-von-dingen/782;"KI-basierte Bürgerkommunikation für soziales und ökologisches ""Loswerden von Dingen""";KI Anwendung, Entscheidungsassistent, Interaktive App;Umwelt, Umweltschutz, Nachhaltigkeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-basierte-burgerkommunikation-fur-soziales-und-oekologisches-loswerden-von-dingen/782;;In Planung;Ein KI-basierter Bot wird konzipiert, der Nutzern Vorschläge gibt, wie sie Dinge nachhaltig entsorgen können. Er liefert basierend auf Objektinformationen schnelle und sachliche Entscheidungshilfen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/blowi/781;BLOWI;Digitale Plattform, KI Anwendung, Datenanalyse;Wissenschaftskommunikation, Wissensmanagement, KI, Transparenz, Demokratie;;Civic Coding;In Weiterentwicklung;BLOWI ist ein Open-Access-Blog für Wissenschaftskommunikation, der mittels KI relevante Themen aus Gesellschaft und Wirtschaft identifiziert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-luftanalyse-von-schimmelsporen-pollen-und-anderen-gesundheitsschaedlichen-partikeln-einsetzbar-von-und-fur-jeden/778;KI - Luftanalyse von Schimmelsporen, Pollen und anderen gesundheitsschädlichen Partikeln, einsetzbar von und für Jeden.;KI Anwendung, Analyse von Sensordaten und ML, Datenerhebung, Datenanwendung für Öffentlichkeit, Prozessautomatisierung;Gesundheit, Umweltschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-luftanalyse-von-schimmelsporen-pollen-und-anderen-gesundheitsschaedlichen-partikeln-einsetzbar-von-und-fur-jeden/778;Onsite.ai;In Weiterentwicklung;Onsite.ai entwickelt eine automatisierte und KI-basierte Luftanalyse von Schimmelsporen, Pollen und anderen potenziell gesundheitsschädlichen Partikeln. Dazu werden tragbare Analysegeräte gebaut, die es jeder Person ermöglichen, quantitative Luftanalysen selbst durchzuführen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/selbstmanagement-to-go-wie-ki-gestutzte-apps-menschen-mit-behinderung-am-uebergang-ausbildung-beruf-begleiten-koennen/776;"Selbstmanagement to go - wie KI-gestützte Apps Menschen mit Behinderung am Übergang ""Ausbildung-Beruf"" begleiten können";KI Anwendung, Interaktive App, Entscheidungsassistent;Menschen mit Behinderung, Inklusion, Teilhabe, KI;;;In Weiterentwicklung;Eine bestehende App soll Azubis mit Behinderung am Übergang von Ausbildung zu Beruf begleiten. Es wird ein Dialog mit der Zielgruppe aufgebaut, um ethische Aspekte von KI-Features für einen verantwortungsvollen Einsatz in der beruflichen Rehabilitation zu validieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/aiapply-bewerbungsschreiben-leicht-gemacht/775;AiApply: Bewerbungsschreiben leicht gemacht;KI Anwendung;Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/aiapply-bewerbungsschreiben-leicht-gemacht/775;;In Weiterentwicklung;AiApply unterstützt Bürger dabei, in Rekordzeit eine erfolgreiche Bewerbung zu erstellen, die maßgeschneidert auf eine Stellenausschreibung zugeschnitten ist. Das Projekt zielt darauf ab, den zeitaufwändigen Bewerbungsprozess zu vereinfachen, insbesondere in Zeiten von 'Robo-Recruitern'.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/coach2life/773;Coach2Life;KI Anwendung, Entscheidungsassistent;Gesundheit, Pflege, Soziale Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/coach2life/773;;In Planung;Coach2Life ist ein KI-gestütztes Werkzeug zur quantitativen und qualitativen Verbesserung medizinischer und beruflicher Rehabilitationsprozesse sowie zur Kostenreduktion insbesondere im Sozialsystem.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-gestutzte-hybride-lehre/772;KI-gestützte Hybride Lehre;KI Anwendung, Automatisierte Datenübermittlung, Interne Datenanwendung;Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-gestutzte-hybride-lehre/772;Civic Coding;In Weiterentwicklung;Dieses Projekt zielt darauf ab, die digitale und traditionelle Lehre in einem hybriden Konzept zu vereinen. Dabei hilft KI durch sprachgesteuerte Videokonferenzen, kontextbasierte Tools und automatische Protokollierung.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-gerechte-lehre-und-evaluation/771;KI-Gerechte Lehre und Evaluation;Generative KI, KI Anwendung, Datenanalyse;KI, Ethik, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-gerechte-lehre-und-evaluation/771;Civic Coding;In Weiterentwicklung;Das Projekt entwickelt Lernkonzepte für den verantwortungsvollen Umgang mit generativen KIs wie ChatGPT in der Lehre und Evaluation. Ziel ist es, den Lernerfolg von Studierenden nicht zu opfern, während moderne KI-Tools genutzt werden.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/oer-lehrvideo-assistent/770;OER-Lehrvideo-Assistent;Generative KI, KI Anwendung, Prozessautomatisierung, Sprach-Editor;Wissensmanagement, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/oer-lehrvideo-assistent/770;Civic Coding;In Weiterentwicklung;Der OER-Lehrvideo-Assistent nutzt KI, um aus vorhandenen Materialien wie Präsentationen automatisch Lehrvideos zu erstellen. Dabei werden Sprechertexte generiert, Storyboards entwickelt und Tonspuren mittels Text-to-Speech-KIs erzeugt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/konstruktiver-zugang-zu-ki-im-bildungswesen/767;Konstruktiver Zugang zu KI im Bildungswesen;KI Anwendung, Large Language Model (LLM), Digitale Plattform;KI, Wissensmanagement, Teilhabe;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/konstruktiver-zugang-zu-ki-im-bildungswesen/767;Civic Coding;In Weiterentwicklung;Dieses kooperative Vorhaben ermöglicht einen konstruktiven und reflektierten Umgang mit KI-Tools wie GPT-3 und -4 im Bildungswesen. Es zielt darauf ab, SchülerInnen und LehrerInnen eine geschützte Umgebung für den Zugang zu diesen Technologien bereitzustellen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/diskriminierung-in-ki-erkennen-und-vermeiden/766;Diskriminierung in KI erkennen und vermeiden;KI Anwendung, Datenanalyse, Entscheidungsassistent;Antidiskriminierung, KI, Ethik;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/diskriminierung-in-ki-erkennen-und-vermeiden/766;Civic Coding;In Weiterentwicklung;Das Projekt begleitet die Einführung von KI mit dem Ziel einer diskriminierungsfreien Gestaltung und bietet sozio-technische Expertise zur Diskriminierungserkennung und -vermeidung. Es sucht Partnerorganisationen, die KI/ADM einsetzen oder entwickeln.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/abracadabra/765;Abracadabra;KI Anwendung, Prozessautomatisierung, Interaktive App;Wissensmanagement, Verwaltung;;;In Planung;Abracadabra ist ein interaktives Tool, das Freiberufler bei der Erstellung von Angeboten, Kostenvoranschlägen und Verträgen bis zur Rechnung unterstützt. Es dient als KI-basierte Starthilfe, optimiert für digitale Berufe.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764;Mit Sensoren und KI einfache Prototypen entwickeln, ganz ohne IT Fähigkeiten;Analyse von Sensordaten und ML, KI Anwendung, Automatisierte Datenübermittlung;Umweltschutz, Nachhaltigkeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/mit-sensoren-und-ki-einfache-prototypen-entwickeln-ganz-ohne-it-faehigkeiten/764;Civic Coding;In Weiterentwicklung;Das Projekt unterstützt kleine und mittlere Unternehmen (KMU) bei der Entwicklung nachhaltiger Geschäftsmodelle. Es kombiniert Internet of Things (IoT), Umweltsensorik (Air-Quality) und Künstliche Intelligenz (KI) als elementare Basis für digitalen und nachhaltigen Wandel.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/barrierefreie-informationen-end-to-end-auf-knopfdruck-inhalte-in-leichter-sprache-inklusive-bebilderung-erstellen/763;"Barrierefreie Informationen ""end to end"": Auf Knopfdruck Inhalte in Leichter Sprache inklusive Bebilderung erstellen";KI Anwendung, Generative KI, Datenanwendung für Öffentlichkeit, Zugänglichkeit;Barrierefreiheit, Inklusion, Teilhabe, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/barrierefreie-informationen-end-to-end-auf-knopfdruck-inhalte-in-leichter-sprache-inklusive-bebilderung-erstellen/763;Civic Coding;In Planung;Das Projekt zielt darauf ab, barrierefreie Inhalte in Leichter Sprache inklusive anschaulicher Bebilderung mithilfe von KI zu automatisieren. Dies soll Informationen für alle gleichberechtigt zugänglich machen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/tagged-ki-teilhabe-fur-menschen-mit-geistiger-behinderung-durch-ki-fur-ambient-assisted-living-resilienz-austausch/762;TAGGED-KI – Teilhabe für Menschen mit Geistiger Behinderung durch KI für Ambient Assisted Living, Resilienz, Austausch;KI Anwendung, Entscheidungsassistent;Menschen mit Behinderung, Inklusion, Teilhabe, Gesundheit;;;In Planung;Das Projekt TAGGED-KI unterstützt Menschen mit geistiger Behinderung, tägliche Anforderungen sicherer zu meistern und stärker teilzuhaben. Gleichzeitig werden Betreuende entlastet und in ihrer Dokumentationspflicht unterstützt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/dementia-voicebot/760;Dementia VoiceBot;KI Anwendung, Entscheidungsassistent;Demenz, Senioren, Pflege, Pflegende Angehörige, Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/dementia-voicebot/760;;In Planung;Ein KI-basierter VoiceBot zur Telefonkommunikation unterstützt Demenzkranke und alleinstehende ältere Menschen. Er zielt darauf ab, Angehörige und Pflegepersonal zu entlasten und den Krankheitsverlauf positiv zu beeinflussen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ant-e-antisemitismus-erkennen-handy-app-fur-junge-menschen-zur-erkennung-von-antisemitismus-im-medienalltag/759;ANT-E: ANTISEMITISMUS ERKENNEN! Handy-App für junge Menschen zur Erkennung von Antisemitismus im Medienalltag;Interaktive App, KI Anwendung, Entscheidungsassistent;Antidiskriminierung, Antirassismus, Jugendarbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ant-e-antisemitismus-erkennen-handy-app-fur-junge-menschen-zur-erkennung-von-antisemitismus-im-medienalltag/759;;In Planung;Das Projekt entwickelt ein KI-basiertes Tool als Handy-App, das junge Menschen bild-, sprach- und gaming-basiert befähigt, antisemitische Kommunikationsinhalte und -Muster durch einen Selbsttest zu erkennen, zu reflektieren und sich dagegen stark zu machen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-leicht-gemacht-mit-dem-humanoiden-roboter-zum-selberbauen-ki-anwendungen-einfach-verstehen-und-selbst-anwenden/757;KI leicht gemacht - mit dem humanoiden Roboter zum Selberbauen KI-Anwendungen einfach verstehen und selbst anwenden;KI Anwendung, Digitale Plattform;Jugendarbeit, KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-leicht-gemacht-mit-dem-humanoiden-roboter-zum-selberbauen-ki-anwendungen-einfach-verstehen-und-selbst-anwenden/757;Civic Coding;In Weiterentwicklung;Das Projekt ermöglicht Jugendlichen, mithilfe des humanoiden Roboters pib spielerisch KI-Anwendungen zu verstehen und selbst anzuwenden. Dies soll durch ein neu konzipiertes KI-Modul erfolgen, das für den Einsatz an Schulen und Bildungseinrichtungen im Rahmen des Projekts pib@school konzipiert ist.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/automatisiert-lernendes-und-selbst-optimierendes-personal-vertretungsmanagement-system-inklusion-und-schulbegleitung/756;Automatisiert lernendes und selbst optimierendes Personal-Vertretungsmanagement-System (Inklusion und Schulbegleitung);KI Anwendung, Prozessautomatisierung, Entscheidungsassistent;Inklusion, Verwaltung;;;In Weiterentwicklung;Das System ist für organisationsübergreifendes Personalvertretungsmanagement in der Schulbegleitung konzipiert, das mithilfe KI-basierter Algorithmen Vertretungszuordnungen in Echtzeit als Entscheidungsgrundlage bereitstellt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/objekterkennung-zum-erkennen-und-warnen-vor-gefahren/754;Objekterkennung zum Erkennen und Warnen vor Gefahren;KI Anwendung, Analyse von Sensordaten und ML, Monitoring;Gesundheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/objekterkennung-zum-erkennen-und-warnen-vor-gefahren/754;Civic Coding;In Planung;Dieses Projekt entwickelt ein KI-System zur Objekterkennung in Bildern, um das Tragen von FFP2-Masken oder persönlicher Schutzausrüstung bei Personen zu erkennen und vor potenziellen Gefahren zu warnen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitaler-lehr-und-lernassistent/752;Digitaler Lehr- und Lernassistent;KI Anwendung, Chatbot, Generative KI, Entscheidungsassistent, Interaktive App;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/digitaler-lehr-und-lernassistent/752;Civic Coding;In Weiterentwicklung;Ein digitaler Lehr- und Lernassistent nutzt KI, um Schülern bei Verständnisfragen und Hausaufgaben zu helfen, während er Lehrern bei der Auswahl und Generierung von Unterrichtsmaterialien unterstützt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kultur-fur-alle-software-zur-vermittlung-von-kostenlosen-karten-fur-kulturveranstaltungen/747;Kultur für alle - Software zur Vermittlung von kostenlosen Karten für Kulturveranstaltungen;Digitale Plattform, Datenanwendung für Öffentlichkeit;Teilhabe, Armut, Chancengleichheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/kultur-fur-alle-software-zur-vermittlung-von-kostenlosen-karten-fur-kulturveranstaltungen/747;;In Betrieb;Die Software ermöglicht die telefonische Vermittlung von kostenlosen Karten für Kulturveranstaltungen an Menschen mit geringem Einkommen. Ziel ist es, die kulturelle Teilhabe für alle zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743;Cybercraft - die Vernetzung von Mensch, Maschine und Idee.;KI Anwendung, Prozessautomatisierung;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/cybercraft-die-vernetzung-von-mensch-maschine-und-idee/743;Civic Coding;In Planung;Das Projekt Cybercraft ermöglicht Handwerkern die kreative Nutzung von Künstlichen Intelligenzen in Zusammenspiel mit Robotik und Maschinen, um neue Lösungen für bestehende Probleme zu finden. Ziel ist es, innovative Ideen umzusetzen und Arbeitsprozesse zu optimieren.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-ampelsteuerung/742;KI Ampelsteuerung;KI Anwendung, Prozessautomatisierung, Automatisierte Datenübermittlung;Stadt, Stadtplanung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-ampelsteuerung/742;Civic Coding;In Planung;Dieses Projekt zielt auf die Schaffung einer vernetzten KI-basierten Steuerung von Ampeln ab, um den Verkehrsfluss zu verbessern. Ziel ist es, die Wegezeit durch eine optimale Auslastung der vorhandenen Verkehrsinfrastruktur zu verkürzen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/persoinformation/741;PersoInformation;Interaktive App, Digitale Plattform, Automatisierte Datenübermittlung;Gesundheit, Pflegende Angehörige;;Civic Coding;In Planung;Das Projekt zielt darauf ab, eine App zu entwickeln, die es Angehörigen ermöglicht, sich digital zu legitimieren, um Informationen über den Gesundheitszustand von Verwandten abzufragen. Die Idee entstand aus Erfahrungen während der Pandemie.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ethischer-rahmen-zur-unterstutzung-von-innovationen/738;Ethischer Rahmen zur Unterstützung von Innovationen;KI Anwendung, Datenstandards;KI, Ethik;;Civic Coding;Unbekannt;Dieses Projekt untersucht, wie ein adäquater ethischer Rahmen zur Unterstützung von gemeinwohlorientierten KI-Innovationen gestaltet werden kann.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/jeder-kann-ki-einfach-und-sicher-texte-und-bilder-mit-ki-generieren-und-audio-transkribieren/736;Jeder kann KI - Einfach und sicher Texte und Bilder mit KI generieren und Audio transkribieren;Generative KI, KI Anwendung, Sprach-Editor;KI, Wissensmanagement;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/jeder-kann-ki-einfach-und-sicher-texte-und-bilder-mit-ki-generieren-und-audio-transkribieren/736;Civic Coding;In Betrieb;Das Projekt ermöglicht kleinen Unternehmen und Vereinen den einfachen und sicheren Zugang zu KI-Technologien. Es zielt darauf ab, das Generieren von Texten und Bildern sowie das Transkribieren von Audioinhalten zu vereinfachen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/firework-das-erste-charakterbasierte-netzwerk-der-welt/733;Firework - Das erste charakterbasierte Netzwerk der Welt;Digitale Plattform, Matching, KI Anwendung;Vernetzung;;Civic Coding;In Planung;Firework ist ein soziales Netzwerk, das darauf abzielt, Menschen basierend auf ihrem Charakter zu verbinden, um ideale Partner, Freunde und Arbeitskollegen zu finden. Es wurde als Projektidee für einen Ideenwettbewerb nominiert.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/surfbuddy/732;Surfbuddy;KI Anwendung;Kinderschutz, Jugendarbeit, KI;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/surfbuddy/732;Civic Coding;In Weiterentwicklung;Surfbuddy ist ein Browserplugin, das Kinder und Jugendliche mithilfe von KI vor entwicklungsunangemessenen Online-Inhalten schützt, indem es den Zugriff auf diese Inhalte sperrt.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gemeinsame-nutzung-von-arbeits-und-wohnraum-zur-foerderung-des-mobilen-arbeitens-und-gesellschaftlichen-zusammenhalts/730;Gemeinsame Nutzung von Arbeits- und Wohnraum zur Förderung des mobilen Arbeitens und gesellschaftlichen Zusammenhalts;Digitale Plattform, KI Anwendung;Wohnen, Vernetzung, Soziale Arbeit, Stadt;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/gemeinsame-nutzung-von-arbeits-und-wohnraum-zur-foerderung-des-mobilen-arbeitens-und-gesellschaftlichen-zusammenhalts/730;Civic Coding;In Planung;Das Projekt entwickelt und betreibt eine KI-Plattform zur Vermittlung und gemeinsamen Nutzung von Arbeits- und/oder Wohnraum. Es zielt darauf ab, mobiles Arbeiten und den gesellschaftlichen Zusammenhalt zu fördern.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligentes-management-von-elektroenergieverbrauchern-unter-berucksichtigung-des-voraussichtlichen-angebots/729;Intelligentes Management von Elektroenergieverbrauchern unter Berücksichtigung des voraussichtlichen Angebots;KI Anwendung, Automatisierte Datenübermittlung, Entscheidungsassistent;Energie, Nachhaltigkeit, Umweltschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/intelligentes-management-von-elektroenergieverbrauchern-unter-berucksichtigung-des-voraussichtlichen-angebots/729;Civic Coding;In Planung;Das Projekt befasst sich mit dem intelligenten Management von Elektroenergieverbrauchern, um die Nutzung von nachhaltig erzeugter Energie zu optimieren, die zeitlich unterschiedlich verfügbar ist. Ziel ist es, Verbraucher gezielt zu schalten, beispielsweise durch Abschalten von Kühlgeräten bei Spitzenlast oder Erhöhen der Warmwasserbereitung bei Energieüberangebot.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/software-als-infrastruktur-verstehen-und-einfuhren/728;Software als Infrastruktur verstehen und einführen;Digitale Plattform, Offene Daten;Demokratie, Transparenz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/software-als-infrastruktur-verstehen-und-einfuhren/728;Civic Coding;In Weiterentwicklung;Das Projekt zielt darauf ab, europäische und demokratische Alternativen zu werbebasierten Online-Diensten wie sozialen Medien, Suchmaschinen und Messengern zu schaffen. Das Motto ist dabei, bestehende Software zu integrieren, anstatt sie neu zu entwickeln.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/offene-datenplattform-zur-skalierung-der-energiewende/727;Offene Datenplattform zur Skalierung der Energiewende;Offene Daten, Digitale Plattform, Datenanalyse;Energie, Nachhaltigkeit, Stadtplanung, Transparenz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/offene-datenplattform-zur-skalierung-der-energiewende/727;Civic Coding;In Betrieb;Eine offene Datenplattform, die Bürgern, Kommunen und Unternehmen ermöglichen soll, lokale Potenziale der Energiewende zu erkennen. Ziel ist es, diese Potenziale skalierend in die Praxis zu überführen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/bewerbungen-fur-jeden/726;Bewerbungen für Jede*n;KI Anwendung, Prozessautomatisierung;Integration, Inklusion, Chancengleichheit, Barrierefreiheit, Antidiskriminierung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/bewerbungen-fur-jeden/726;Civic Coding;In Weiterentwicklung;Das Projekt entwickelt eine KI-gestützte Anwendung, die automatisch Bewerbungen für Arbeitsplätze auf Basis des Lebenslaufs und eines Stellenlinks generiert. Ziel ist es, den Bewerbungsprozess insbesondere für Menschen mit Migrationshintergrund oder Handicaps zu vereinfachen.
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/barrierefreies-bewegen-im-netz-der-editor-fur-leichte-sprache/689;Barrierefreies Bewegen im Netz - der Editor für LEICHTE SPRACHE;Sprach-Editor, KI Anwendung, Prozessautomatisierung;Barrierefreiheit, Teilhabe, Inklusion;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/barrierefreies-bewegen-im-netz-der-editor-fur-leichte-sprache/689;Civic Coding;In Weiterentwicklung;Das Projekt entwickelt einen Editor, der die automatisierte Erstellung, Umwandlung und Ausgabe von Texten in leichter Sprache ermöglicht. Es zielt darauf ab, die digitale Barrierefreiheit und gesellschaftliche Teilhabe zu fördern.
