Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Projekt-Abkürzung,Lizenz,Lizenz-Organisation
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Land Cover Mapping,https://www.microsoft.com/en-us/research/project/land-cover-mapping/,Microsoft   ,Abgeschlossen,"Umweltwissenschaftler nutzen Satelliten- und Luftbilder, um Landnutzungsmuster zu verstehen, insbesondere um die Auswirkungen des Klimawandels und der menschlichen Bevölkerungsausbreitung auf die natürlichen Ressourcen der Erde zu begreifen. Die Aufbereitung von Bildmaterial in verwertbare Daten – in Form von Landbedeckungskarten – erfordert derzeit jedoch eine umfangreiche manuelle Annotation. Diese Arbeit nutzt Computer Vision, um diesen Prozess zu beschleunigen, sodass Umweltwissenschaftler und Geodatenanalysten weniger Zeit mit dem Zeichnen von Polygonen und mehr Zeit mit der Naturschutzplanung verbringen können.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Global Renewables Watch (GRW),https://www.globalrenewableswatch.org/,"Microsoft Corp., Planet Labs PBC and The Nature Conservancy",Laufend,"Ein in dieser Form einzigartiger „lebender Atlas“, der darauf abzielt, alle großflächigen Solar- und Windkraftanlagen auf der Erde mithilfe von künstlicher Intelligenz (KI) und Satellitenbildern zu kartieren und zu vermessen. So können Nutzer den Fortschritt der Energiewende bewerten und Trends im Zeitverlauf verfolgen.",GRW,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Syrianarchive,https://syrianarchive.org/en/about/methods-tools,"Mnemonic",Unbekannt,"Syrian Archive ist eine Plattform, die es ermöglicht, visuelle Beweise in sozialen Netzwerken zu finden, zu sammeln, zu archivieren und gemeinsam zu prüfen. Sie wurde vom Prototypefund gefördert und nutzt VFRAME.",Syrianarchive,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ClinicalBERT,https://arxiv.org/abs/1904.05342,"New York University, One Fact Foundation",Unbekannt,"Dieses Open-Source-KI-Modell zielt darauf ab, wiederverwendbare, transparente Technologie für Gesundheitssysteme, Krankenhäuser und Kliniker zu schaffen. Das Modell wurde mit klinischen Notizen von Zehntausenden Patienten aus Intensivstationen eines Krankenhauses im Raum Boston trainiert. Das KI-Modell wurde mit dem klinischen Urteil von Menschen hinsichtlich der Ähnlichkeit klinischer Konzepte und der Genauigkeit bei der Vorhersage der Wiederaufnahme von Patienten in ein Krankenhaus verglichen. Diese Arbeit wurde inzwischen mehr als 600 Mal zitiert und in mehreren akademischen medizinischen Zentren und Krankenhäusern für Aufgaben wie Datenbereinigung und die Extraktion strukturierter Konzepte wie Diagnose, Prognose usw. verwendet.",ClinicalBERT,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kilkari,https://armman.org/about-us/,nonprofit organisation,Unbekannt,"„Kilkari“ wird als IVR-Chatbot beschrieben, und auf der Website heißt es in Bezug auf KI: „Integration von künstlicher Intelligenz (KI) zur Programmverbesserung, Erstellung gezielter Programme sowie Vorhersage von Hochrisikozuständen und Empfängerverhalten in Partnerschaft mit Google Research India“. Gehört zu einer gemeinnützigen Organisation mit Sitz in Indien, die mHealth nutzt, um kosteneffiziente, geschlechtsspezifische Lösungen zu entwickeln. Ziel ist es, den Zugang schwangerer Frauen und Mütter zu präventiven Informationen und Diensten zu verbessern und Gesundheitspersonal zu schulen, um die Mütter- und Kindersterblichkeit sowie die Morbidität zu senken.",Kilkari,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Rainforest Connection,https://rfcx.org/,Nonprofit Technology Start Up,Unbekannt,"Rainforest Connection setzt akustische Echtzeit-Überwachungssysteme ein, um illegale Abholzung vorherzusagen und zu verhindern. Sie werden in 22 Ländern, unter anderem auch Österreich, eingesetzt. Mithilfe von Deep Learning werden akustische Anomalien, die auf bevorstehende illegale Rodungen hindeuten, detektiert.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Business for Ocean Sustainability,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/with-gen-ai-we-are-helping-green-businesses-strengthen-our-blue-economy,One Ocean Foundation & McKinsey,Abgeschlossen,"Dieses jährliche Profil, das zusammen mit der One Ocean Foundation erstellt wurde, schließt eine kritische Lücke in der Nachhaltigkeitsberichterstattung: Während die meisten Unternehmen Berichte mit Schwerpunkt auf Landumgebungen veröffentlichen, befasst sich keiner mit den Geschehnissen in unseren Meeren. Es wurde generative KI von OpenAI eingesetzt, um die Nachhaltigkeitsberichte von etwa 2.500 Unternehmen (insgesamt 300.000 Seiten) in 17 Sektoren zu analysieren, die mehr als 70 Prozent der weltweiten Marktkapitalisierung repräsentieren. Mit Hilfe von McKinsey und QuantumBlack wird die One Ocean Foundation den diesjährigen Bericht zu einer Ocean Disclosure Initiative weiterentwickeln – einem Rahmenwerk, das Unternehmen nutzen können, um ihre meeresbezogenen Projekte zu verfolgen. Man könnte es als die nächste Welle der Nachhaltigkeitsberichterstattung betrachten.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,WERTIS-KI,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/wertis-ki/,"Ostfalia Hochschule für angewandte Wissenschaften - Hochschule Braunschweig/Wolfenbüttel (Institut für Recycling); Abfallwirtschafts- und Beschäftigungsbetriebe Landkreis Peine; GE-T GmbH; dida Datenschmiede GmbH
",Unbekannt,"Das Projekt „Wertstoff-Informationssystem mit künstlicher Intelligenz“ zielt darauf ab, das Umweltbewusstsein der Bürger für die Abfalltrennung zu schärfen und so erhöhte CO2-Emissionen zu reduzieren.",WERTIS-KI,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KI-Inspire,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,"Otto-von-Guericke-Universität, Universität Lübeck, Deutsches Krebsforschungszentrum",Laufend,"Eine der vielversprechenden Möglichkeiten für den Einsatz dieser Technologie im Gesundheitswesen, die das Interesse der Forschung geweckt hat, ist die Bildgebung. Durch die Nutzung dieser spannenden Technologie können Forscher nun die Qualität medizinischer Bilder verbessern. Diesem Trend und den Fortschritten im Bereich der medizinischen Bildgebung folgend, zielt das Projekt AI-INSPIRE darauf ab, die Qualität medizinischer Bilder für Interventionen zu optimieren und Kliniker bei ihrer Entscheidungsfindung zu unterstützen. Das Projekt wird direkte Auswirkungen auf den Strahlenschutz von Patienten haben, die sich chirurgischen Eingriffen unter Zuhilfenahme medizinischer Bildgebungssysteme unterziehen. Die in diesem Projekt entwickelte Technologie wird es ermöglichen, verrauschte Bilder bei niedriger Dosis aufzunehmen und anschließend das Rauschen aus dem Bild zu entfernen, was zu einem Bild von akzeptabler Qualität führt; Künstliche Intelligenz für den innovativen nachhaltigen Strahlenschutz von Patienten in interventionellen radiologischen Einsatzgebieten.",KI-Inspire,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Equitable AI: Prevent and mitigate gender bias in Early Warning Systems for school dropouts,https://www.policylab.tech/equitable-ai,"PIT Policy Lab; Itad; Women in Digital Transformation, Athena Infonomics",Unbekannt,"Das Projekt zielte darauf ab, die Schulverbleibs- und Abschlussquoten zu verbessern, indem gefährdete Schüler identifiziert und unterstützt wurden und geschlechtsspezifische Verzerrungen in den im Bundesstaat Guanajuato, Mexiko, verwendeten Frühwarnsystemen verhindert wurden. Das Projekt hatte 4 Ziele: 1. Kapazitätsaufbau, 2. Einsatz des Tools AI Fairness 360 (AIF360), 3. Schulungskurs für wichtige SEG-Profile, 4. Entwicklung eines KI-Ethik-Leitfadens und einer Checkliste für Entscheidungsträger im öffentlichen Sektor.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,La Independiente:  Mainstreaming Gender Perspective in AI crowd work in the Global South,https://www.policylab.tech/feminist-ai,"PIT Policy Lab; Universidad Nacional Autonoma de Mexico (UNAM), Northeastern University Civic AI Lab; PuentechLab",Unbekannt,"Das Team führte eine Pilotumfrage unter 60 Frauen in Lateinamerika durch, die die Crowd-Work-Plattform Toloka nutzen, um deren persönliche Ziele, berufliche Werte und Schwierigkeiten bei der Arbeit zu verstehen. Zentrale Erkenntnis war, dass die meisten Frauen den Wunsch äußerten, von den Erfahrungen anderer Frauen zu hören, die auf Plattformen arbeiten. La Independiente wird einen Prototyp eines KI-gestützten Systems für soziale Vernetzung und Empfehlungen entwickeln, das speziell darauf ausgelegt ist, kollektiven Plattformarbeitern dabei zu helfen, eine unterstützende Gemeinschaft aufzubauen und ihre technischen und sozialen Fähigkeiten weiterzuentwickeln.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Uwazi,https://uwazi.io/about/,Projekt/Anwendung,Unbekannt,"Unsere Datenbankanwendung ist für Menschenrechtsverteidiger konzipiert, um Informationssammlungen zu bewahren und zu verwalten.",Uwazi,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ODiWiP (Optimierter Wertstoffkreislauf in der Industrie),https://kibapap.de/,PROTECH – Institut der Universität Siegen,Unbekannt,"Ziel dieses Forschungsprojekts ist es, die Daten verschiedener Unternehmen und Prozesse zu vernetzen und den Recyclingkreislauf mithilfe von Big-Data-Ansätzen und ausgewählten KI-Tools ganzheitlich zu optimieren. Es wird der Prototyp einer KI-Anwendung entwickelt und eingesetzt, um den Stoffkreislauf von der Sammlung und Sortierung von Altpapier bis zur Herstellung des Papierprodukts zu optimieren und so einen wesentlichen Beitrag zur Schonung der benötigten Ressourcen zu leisten.",ODiWiP,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DiKueRec,https://ips.mb.tu-dortmund.de/meldung/digitaler-zwilling-im-kuehlgeraeterecycling-10440/,RIF e.V. Institut für Forschung und Transfer,Unbekannt,"Um den hohen Anforderungen an Recyclingprozesse künftig gerecht zu werden, müssen diese um Sensorik und digitale Zwillinge erweitert werden. Eine intelligente Verknüpfung von Daten und Algorithmen wird zur effizienten Steuerung von Recyclinganlagen beitragen. Die Vision des Projekts DiKueRec ist es, die sichere und effiziente Aufbereitung aktueller und künftiger Kühlschrankmodelle zu gewährleisten.",DiKueRec,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Right-hear,https://www.right-hear.com/,Right-Hear,Unbekannt,"Unser Unternehmen hilft dabei, Veranstaltungsorte für Blinde und Sehbehinderte zugänglicher zu machen, indem wir ihnen mehr Unabhängigkeit ermöglichen.",Right-hear,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Reporting issues in public space,https://algoritmeregister.amsterdam.nl/en/reporting-issues-in-public-space/,Stadt Amsterdam,Unbekannt,"Die Anwendung kann beispielsweise genutzt werden, um Abfälle, Wartungsprobleme oder gefährliche Straßensituationen an die Stadtverwaltung zu melden. Während Nutzer zuvor die Kategorie und damit die Zuständigkeit selbst auswählen mussten, wurde dieser Prozess nun mithilfe von NLP automatisiert, um Fehlkategorisierungen durch Nutzer zu verhindern und die Behebung der jeweiligen Situation zu beschleunigen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Frag-den-Michel,https://www.hamburg.de/fragdenmichel,Stadt Hamburg,Unbekannt,Der Verwaltungs-Chatbot „Frag den Michel“ beantwortet Fragen zu Verwaltungsleistungen.,Frag-den-Michel,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Health center chatbot,https://ai.hel.fi/en/health-center-chatbot/,Stadt Helsinki,Unbekannt,"Der Gesundheitszentrum-Chatbot der Stadt Helsinki ist ein Chatbot, der Antworten auf Fragen zu beispielsweise psychischer Gesundheit oder Drogenmissbrauch gibt und Nutzer an andere digitale Dienste der Gesundheitszentren verweist.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Intelligent material management system,https://ai.hel.fi/en/intelligent-material-management-system/,Stadt Helsinki,Unbekannt,"Das IMMS (Intelligent Material Management System) ist ein intelligentes Managementsystem, das genutzt wird, um den gesamten Bestand zu organisieren. Es ermöglicht die Ausleihe und Rückgabe an allen Zweigstellen der Bibliothek. Der Bestand umfasst ca. 1,8 Mio. Artikel.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Maternity clinic chatbot NeRo,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,Stadt Helsinki,Unbekannt,"Der Chatbot NeRo wird von der Geburts- und Kinderklinik der Stadt Helsinki genutzt, um Fragen der PatientInnen in Bezug auf Schwangerschaft, Geburt und frühe Kindheit zu beantworten.",NeRo,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Obotti,https://ai.hel.fi/en/oodis-book-recommendation-service-obotti/,Stadt Helsinki,Unbekannt,"Dies ist ein Chatbot, der Bücher auf Basis einer Kontextanalyse empfiehlt. Zielgruppe sind die Kunden der Bibliothek Helsinki; die empfohlenen Bücher sind dort verfügbar. Es gibt sechs verschiedene Chatbot-Agenten, die sich jeweils auf unterschiedliche Themen konzentrieren.",Obotti,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Parking Chatbot,https://ai.hel.fi/en/parking-chatbot/,Stadt Helsinki,Unbekannt,"Dies ist ein Chatbot, der GPS-Daten nutzt, um Informationen über das Parksystem der Stadt Helsinki bereitzustellen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KI4LSA (KI 4 Lichtsignalanlagen),https://www.iosb-ina.fraunhofer.de/de/geschaeftsbereiche/maschinelles-lernen/forschungsthemen-und-projekte/projekt-KI4LSA.html,Stadt Lemgo,Unbekannt,"Der Verkehrsfluss in der Teststadt soll durch die automatisierte Steuerung von Ampeln auf Basis von Echtzeitdaten optimiert werden. Ziel ist es, die Durchlaufzeiten zu verkürzen und Lärm zu reduzieren.",KI4LSA,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Handwerkstatistiken,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,Statistisches Bundesamt,Unbekannt,"Ausgangspunkt ist ein Klassifizierungsproblem: Um zu entscheiden, ob ein Datenpunkt (z. B. ein Handwerksbetrieb) in eine Statistik aufgenommen wird, muss dieser als relevant oder nicht relevant eingestuft werden. Bisher erfolgte dies manuell, was jedoch viel Zeit in Anspruch nimmt und fehleranfällig ist. Zudem sind die Personalkapazitäten hierfür begrenzt. Lösungsansatz: ergänzend. Unter Verwendung zuvor ermittelter Klassifikationsmuster für Einheiten (Informationen aus Unternehmensregistern) wird ein Klassifikationssystem trainiert, das neue Datenpunkte automatisch als relevant oder nicht relevant kategorisiert. Den Sachbearbeitern steht das gleiche Zeitfenster wie bisher zur Verfügung, um die nun vorsortierten Fälle weiter zu bearbeiten.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,The Ocean Clean Up/ Sustainable Coastlines,https://theoceancleanup.com/about/,"Stiftung ""The Ocean Cleanup""",Unbekannt,"The Ocean Cleanup ist eine gemeinnützige Initiative, die daran arbeitet, die Ozeane von Plastik zu befreien und die Tierwelt zu schützen. Eine KI wurde im Rahmen des Microsoft Hackathons für Nachhaltigkeit entwickelt; alle verwendeten Schritte und Anwendungen (Azure Microsoft) werden kommuniziert. KI wird beispielsweise gezielt für die Objekterkennung eingesetzt, um die Verschmutzung zu kartieren.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Flora Incognita,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,"Technische Universität Ilmenau, Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.",Unbekannt,"Die bestehende App „Flora Incognita“ (https://floraincognita.com/) soll um weitere Arten erweitert werden. Die Anwendung, die Computer Vision zur automatischen Klassifizierung von Pflanzenarten nutzt, ermöglicht ein großflächiges Monitoring der biologischen Vielfalt und hat einen edukativen Effekt.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Natura Incognita,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,Technische Universität Ilmenau; Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.,Unbekannt,Eine Workflow-Plattform für die KI-basierte Artenidentifizierung.,,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ADIS,https://theoceancleanup.com/updates/using-artificial-intelligence-to-monitor-plastic-density-in-the-ocean/,The Ocean Cleanup Projects B.V.,Unbekannt,"ADIS basiert auf schiffsgestützten Kameras und künstlicher Intelligenz. In der Sondierungsphase des Projekts wurden über 10 Millionen (20 TB) Offshore-Bilder mit GPS-fähigen Action-Kameras im Außenbereich gesammelt. Es wurde ein Algorithmus zur Objekterkennung mittels künstlicher Intelligenz entwickelt, der die Bilder automatisch nach treibenden Makroplastik-Teilen scannt. Alle Objekterkennungen werden von einem Team von Freiwilligen auf falsch-positive Ergebnisse gefiltert, bevor sie zu georeferenzierten numerischen Dichtedaten aggregiert werden. In dieser Sitzung werden Ergebnisse aus den Sondierungsdaten sowie künftige Entwicklungspläne vorgestellt. Bei einer Hochskalierung hat ADIS das Potenzial, eine kontinuierlichere und globalere Datenbank für Makroplastik-Konzentrationen (>50 cm) an der Meeresoberfläche bereitzustellen.",ADIS,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KInsecta,https://kinsecta.org/,"Trägerverein Umweltbildungszentrum Listhof e.V., Berliner Hochschule für Technik",Unbekannt,"Es soll ein Insektenzähler entwickelt werden, der das Zählen und Identifizieren von Insekten automatisiert. Hierfür sollen nicht nur Bilddaten, sondern auch optoakustische Signale des Flügelschlags, kombiniert mit Wetter- oder Vegetation data, eine Identifizierung ermöglichen.",KInsecta,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Decoding Antisemitism,https://decoding-antisemitism.eu/,TU Berlin,Unbekannt,"„Decoding Antisemitism“ ist ein interdisziplinäres und transnationales Forschungsprojekt, das Antisemitismus im Internet mithilfe von KI untersucht, wobei der Fokus auf dem politischen Mainstream ausgewählter europäischer Gesellschaften liegt – Großbritannien, Frankreich und Deutschland.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Green Consumption Assistant (integrated into Ecosia Shopping Serach Engine),https://www.tu.berlin/en/transformation/research/projects/green-consumption-assistant,TU Berlin,Unbekannt,"Ziel eines KI-gestützten Assistenten, der zum Zeitpunkt des Kaufs Nachhaltigkeitsinformationen präsentiert und nachhaltige Alternativen anbietet, die für Verbraucher ebenso einfach zu nutzen sein sollten wie die weniger nachhaltigen Optionen.",,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Seaclear,https://seaclear-project.eu/,TU Delft,Unbekannt,"Diese Initiative nutzt Roboter und künstliche Intelligenz, um Abfälle unter Wasser zu sammeln. Das System besteht aus vier Komponenten: zwei unbemannten Unterwasserrobotern, einem Wasserfahrzeug und einer Flugdrohne. Es wird im Hafen unter sehr robusten Bedingungen getestet. KI wird eingesetzt, um Abfälle auf dem gescannten Meeresboden zu erkennen. Ziel ist es sicherzustellen, dass die Unterwasserlandschaft nicht beeinträchtigt wird, sondern ausschließlich Abfälle gesammelt werden.",Seaclear,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,City Access Map,https://www.cityaccessmap.com,TU Delft,Unbekannt,"CityAccessMap ist eine webbasierte Open-Source-Anwendung zur Analyse der urbanen Barrierefreiheit auf globaler Ebene. Das Tool nutzt Daten von OpenStreetMap und dem Global Human Settlement Layer, um die Erreichbarkeit essenzieller Dienstleistungen (wie Gesundheitsversorgung, Bildung und Lebensmittel) zu Fuß zu quantifizieren. Ziel des Projekts ist es, soziale Ungleichheiten in der Stadtplanung sichtbar zu machen und Entscheidungsträger dabei zu unterstützen, das Konzept der „15-Minuten-Stadt“ umzusetzen. Die Plattform bietet sowohl hochgradig aggregierte als auch granulare Einblicke für über 3.500 Städte weltweit.",City Access Map,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ForestCare,https://www.uni-goettingen.de/de/647748.html,u.A. Georg-August-Universität Göttingen,Unbekannt,"Einzelbaumbezogenes, satellitengestütztes Monitoring von Waldökosystemen mittels autoadaptiver Hyperdimensionen – Geodatenanalyse.",ForestCare,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Cider,https://global-policy-lab.github.io/cider-documentation/intro.html,UC Berkeley Global Policy Lab,Unbekannt,"Cider ist eine Sammlung von Software-Tools zur Bekämpfung von Armut mithilfe von Mobilfunkdaten. Es wurde gemeinsam vom Global Policy Lab der UC Berkeley, dem Center for Effective Global Action (CEGA) der UC Berkeley und der gemeinnützigen Organisation GiveDirectly entwickelt. Cider basiert auf den in Aiken et al. (2022) beschriebenen Methoden zur Identifizierung von Armut. Ein Ziel von Cider ist es, diese Methoden benutzerfreundlicher und kontextübergreifend replizierbar zu machen. Ein zweites Ziel ist der einfache Vergleich von Identifizierungsmethoden, einschließlich des von Cider entwickelten mobilfunkbasierten Ansatzes: Während die empirischen Ergebnisse zur Genauigkeit des mobilfunkbasierten Ansatzes in Aiken et al. (2022) vielversprechend sind, ist noch nicht bekannt, wie dieser im Vergleich zu Alternativen in verschiedenen Kontexten abschneidet. Da Cider mit digitalen Daten arbeitet, hat es zwei wesentliche Stärken: Es kann Menschen schnell identifizieren und erreichen (Geschwindigkeit) und dies in einer Größenordnung von Millionen von Menschen tun (Skalierbarkeit).",Cider,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Crossfoam,https://www.ultrapop.de/,Ultrapop,Unbekannt,"Crossfoam analysiert und visualisiert Filterblasen in sozialen Netzwerken. Dies gibt Nutzern die Möglichkeit zu erkennen, ob die eigene Online-Community eine Echo-Kammer ist oder verschiedene Meinungen zusammenbringt. Detaillierte Analysen ermöglichen es den Nutzern, das soziale Netzwerk zu erkunden, es vielfältiger zu gestalten oder – falls gewünscht – noch spezifischer zu machen. Das Projekt wurde vom Prototypefund gefördert.",Crossfoam,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kudu,https://ai4sibook.org/kudu/; ,unclear ,Unbekannt,"Landwirte in Uganda verfügen oft nicht über ausreichende Informationen über den Agrarmarkt des Landes, was sie beim Verkauf ihrer Erzeugnisse benachteiligt. Kudu ist ein elektronischer Agrarmarkt, der den Informationsfluss erleichtern soll. „Die Kudu-KI-Schnittstelle. Handelskoordinatoren wurden Übereinstimmungen angezeigt, die den größten Handelsgewinnen entsprachen.“",Kudu,CC-BY 4.0,https://publicinterest.ai/
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Tracking global CO2 emissions,https://news.microsoft.com/2023/11/29/unfccc-partners-with-microsoft-to-use-ai-and-advanced-data-technology-to-track-global-carbon-emissions-and-assess-progress-under-the-paris-agreement/,"UNFCCC, Microsoft",Laufend,"Partnerschaft, die es der UNFCCC ermöglicht, eine neue KI-gestützte Plattform und einen globalen Klimadaten-Hub zu schaffen. Diese Plattform wird fortschrittliche Analysen globaler Klimadaten ermöglichen. Dies wird die UNFCCC und die Mitgliedstaaten mit den Werkzeugen ausstatten, die sie benötigen, um Fortschritte bei den CO2-Reduktionszielen effizient zu melden und zu validieren. Dies umfasst die Überwachung von Verkehr, Landwirtschaft, industriellen Prozessen und anderen Quellen von Kohlenstoffemissionen. Zudem werden der UNFCCC und den Mitgliedstaaten Werkzeuge zur Planung von Strategien zur Kohlenstoffreduzierung mittels Simulationen, Benchmarks und Datenvisualisierungen zur Verfügung gestellt, um gezielte Maßnahmen zu unterstützen und Zeit sowie Geld zu sparen.",,CC-BY 4.0,https://publicinterest.ai/
