Index;Quelle;Projektname;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;data_source;Projekt-Abkürzung;Art;Einsatzbereich
104;https://codefor.de/projekte/le-klimabot/;Klimabot;https://codeforleipzig.github.io/wahldaten/, https://gitlab.com/gerbsen/climatebot, https://gitlab.com/gerbsen/climatebot-ui;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Bot, der auf natürlich-sprachige Fragen rund um den Klimawandel mit Fakten antwortet, Z.B. “Wie viel Tonnen CO2 wurden 2012 in Sachsen emittiert?” - “47,5 Tonnen CO2”
Umsetzung …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Chatbot, Machine Learning, Open Source, Datenanwendung für Öffentlichkeit, Natural Language Processing, KI-Anwendung;Klimaschutz, Umweltschutz, Bildung, Information Retrieval
105;https://codefor.de/projekte/le-klimadashboard/;Klimadashboard Sachsen;https://klimadashboard.danielgerber.eu, https://gitlab.com/gerbsen/climate-dashboard;OK Lab Leipzig, Code for Germany;Laufend;"Das Projekt „Klimadashboard Sachsen“ möchte den Fortschritt der Energie-, Verkehrs- und Landwirtschaftswende dokumentieren.
Dazu werden Daten aus verschiedenen Quellen und Sektoren zusammengetragen …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Web-App, Open Source;Klimaschutz, Energie, Verkehr, Landwirtschaft
106;https://codefor.de/projekte/klimawatch/;Klimawatch;https://klimawatch.de;Code for Münster, Code for Germany;Laufend;Klimawatch visualisiert reale und geplante CO2-Emissionen einzelner Kommunen und erlaubt es, einfach neue Kommunen hinzuzufügen.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Web-App;Klimaschutz, Umweltschutz
107;https://codefor.de/projekte/cologne-daten-in-3d/;Kölner Daten in 3D;http://p3nny.github.io/geojson-3d/, https://github.com/P3nny/geojson-3d;OK Lab Köln, Code for Germany;Abgeschlossen;Wie macht man offene Daten greifbar? Indem man sie ausdruckt. Hier gibt es das Projekt zum Nachmachen. Im OK Lab Köln haben wir die Idee entwickelt, aus offenen Daten der Stadt Köln “Daten zum …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Open Data, 3D-Druck;Stadtplanung, Klimaschutz, Öffentlicher Nahverkehr, Wohnen, Datenanalyse
108;https://codefor.de/projekte/le-kompreni/;Kompreni;https://gitlab.com/gerbsen/kompreni;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Dieses kleine Tool soll eine statistische Analyse der Kommentare auf LVZ.de durchführen.
Hintergrund: Auf dem Online-Angebot der Leipziger Volkszeitung (LVZ) treten gehäuft Hasskommentare und die …";CC-BY 4.0;https://codefor.de;CodeFor Germany;Kompreni;Datenanalyse, Open-Source;Medienaufsicht, Antirassismus
109;https://codefor.de/projekte/ffpb-krombel/;Krombels Dash auf Android;https://play.google.com/store/apps/details?id=net.freifunk.paderborn.krombel, https://github.com/codeforpb/ffpb-apps;CodeforPB, Code for Germany;Abgeschlossen;Die erste unter hoffentlich vielen Apps mit Daten von Freifunk Paderborn. Diese App bringt Krombels Dashboard auf Android. Diese App ist ein erster Prototyp und wurde noch nicht “hübsch” …;CC-BY 4.0;https://codefor.de;CodeFor Germany;ffpb-krombel;Web-App, Datenanwendung für Öffentlichkeit, Open Source;Technologie, Partizipation
110;https://codefor.de/projekte/cologne-kulturpfade/;Kulturpfade Köln;https://chfinke.github.io/kulturpfadekoeln, https://github.com/chfinke/kulturpfadekoeln;OK Lab Köln, Code for Germany;Laufend;Das Projekt soll die Informationen zu den Kulturpfaden Köln zusammentragen und in einer nutzbaren Form darstellen. Es handelt sich dabei um eine Reihe von Rad- bzw. Wanderwegen im Kölner Stadtgebiet. …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenanwendung für Öffentlichkeit, Kartenanwendung, Interaktive Karte;Kultur, Stadtplanung, Tourismus
111;https://codefor.de/projekte/cologne-kvbrad/;KVB Fahrräder in Köln;https://tom.cologne.codefor.de/kvbrad/, https://github.com/codeforcologne/kvbrad;OK Lab Köln, Code for Germany;Laufend;Die Webapplikation KVB Fahrräder stellt eine mögliche Nutzung Kölns durch Fahrräder dar. Grundlage hierfür sind die Daten, die durch KVB-Rad Köln zur Verfügung gestellt werden in Kombination des …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Web-App, Datenvisualisierung, Kartenanwendung;Stadtplanung, Verkehr, Umweltschutz, Klimaschutz
112;https://codefor.de/projekte/hh-laenderfinanzausgleich/;Länderfinanzausgleich visualisieren;http://public.tableausoftware.com/profile/#!/vizhome/LFA_v2/Dashboard1, http://de.wikipedia.org/wiki/L%C3%A4nderfinanzausgleich;OK Lab Hamburg, Code for Germany;Abgeschlossen;Im Länderfinanzausgleich werden jährlich riesige Summen bewegt. Daten über die Höhe der Zahlungen liegen seit 1950 durchgehend vor. In dem Projekt sollen verschiedene Visualisierungsansätze und -tools …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Web-App;Politische Bildung, Transparenz, Open Data
113;https://codefor.de/projekte/da-leika-tool/;LeiKa-Tool;https://opengovtech.de/leika/, https://github.com/codedust/leika-tool/;Code for Germany;Laufend;Der Leistungskatalog der öffentlichen Verwaltung (LeiKa) ist ein Verzeichnis aller Verwaltungsleistungen, die von Bund, Ländern und den Kommunen erbracht werden. Der LeiKa definiert für jede …;CC-BY 4.0;https://codefor.de;CodeFor Germany;LeiKa-Tool;Datenportal, Open-Source;Verwaltung, Öffentlicher Nahverkehr
114;https://codefor.de/projekte/le-leipziggiesst/;Leipzig giesst;https://www.leipziggiesst.de/, https://app.leipziggiesst.de/, https://play.google.com/store/apps/details?id=webviewgold.leipziggiesst, https://apps.apple.com/de/app/leipzig-gie%c3%9ft/id6443637713?platform=iphone, https://github.com/CodeforLeipzig/leipziggiesst;OK Lab Leipzig, Code for Germany;Laufend;"Auf dieser Plattform kannst Du Dich über Bäume in deiner Nachbarschaft und ihren Wasserbedarf informieren.
Du kannst einzelne Bäume adoptieren und markieren, wenn Du sie gegossen hast.
Dieses Projekt …";CC-BY 4.0;https://codefor.de;CodeFor Germany;Leipzig giesst;Web-App, Datenvisualisierung, Interaktive Karte, Open Data;Stadtplanung, Umweltschutz, Klimaschutz, Bürgerbeteiligung
115;https://codefor.de/projekte/leipzig-maps/;Leipzig Maps;https://codeforleipzig.github.io/leipzigmaps/, https://github.com/CodeforLeipzig/leipzigmaps;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Eine Karte von Leipzig die Daten zur Stadt wiedergibt.
Die Karte gibt u.a. folgende Daten wieder:
Leipzig - Schwimmhallen (leipzig.de) Leipzig - Freibäder (leipzig.de) Leipzig - Spielplätze …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Kartenanwendung, Open Data;Stadtplanung, Partizipation
116;https://codefor.de/projekte/le-leipzigpumpt/;Leipzig pumpt;https://codeforleipzig.github.io/leipzig_auf_pump/, https://github.com/CodeforLeipzig/leipzig_auf_pump, https://stiftung-ecken-wecken.de/content/leipzig-pumpt-handschwengelpumpen-wiederbeleben;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Auf dieser Webseite kannst Du Dich über die Handschwengelpumpen (inklusive abgebaute und inaktive) in Leipzig informieren.
Das Projekt nutzt die Daten von Wikipedia als auch die Daten aus …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenanwendung für Öffentlichkeit, Open Data, Webseite;Stadtplanung, Umweltschutz, Klimaschutz
117;https://codefor.de/projekte/le-rallymap/;Leipzig Rally Map;https://codeforleipzig.github.io/rallymap, https://github.com/CodeforLeipzig/rallymap;OK Lab Leipzig, Code for Germany;Abgeschlossen;Das Projekt Rally Map (vormaliger Name war Mobmap 🙂) stellt das Versammlungsgeschehen in Leipzig auf einer interaktiven Karte dar. Dabei werden die Orte und Straßen, auf den Versammlungen stattfinden, …;CC-BY 4.0;https://codefor.de;CodeFor Germany;Rally Map;Interaktive Karte, Datenvisualisierung, Open Data;Stadtplanung, Partizipation, Transparenz
118;https://codefor.de/projekte/dus-ruhr-lernmedien-buddy/;Lernmedien-Buddy;https://github.com/publicplan/hackathon-prototype, http://www.learnline.schulministerium.nrw.de;OK Lab Ruhrgebiet, Code for Germany;Laufend;Der Lernmedien-Buddy ist eine App (iOS und Android) für Schüler*innen, mit deren hilfe spielerisch nach Lernmaterialien gesucht werden kann. Durch “social logins” bringt die App Suchende …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;App, Datenanwendung für Öffentlichkeit, Interaktive App;Bildung, Jugendarbeit, Teilhabe
119;https://codefor.de/projekte/lieblingsplatz/;Lieblingsplatz;https://github.com/lieblingsplatz/lieblingsplatz;OK Lab Berlin, Code for Germany;Abgeschlossen;Finde einen Lieblingsplatz in einer KiTa in Berlin! Auf einer Karte siehst Du KiTas und Tagesmütter in eurer Nähe und kannst sie filtern nach Dingen, die Dir wichtig sind.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Kartenanwendung, Partizipation;Kinder- und Jugendhilfe, Partizipation, Stadtplanung
120;https://codefor.de/projekte/jena-linkedopenhaushalt/;Linked Open Haushalt;http://www.offenes-jena.com/Apps/OffenerHaushalt, https://github.com/OffenesJena/OffenerHaushalt;OK Lab Jena, Code for Germany;Abgeschlossen;Der offene Haushalt mit seiner wohlbekannten TreeMap-Visualisierung ist natürlich der interessanteste Datensatz jeder offenen Stadt. Wir gehen einen Schritt weiter und setzen den Haushalt direkt mit …;CC-BY 4.0;https://codefor.de;CodeFor Germany;LOH;Datenvisualisierung, Open Data, Interaktive Datenexploration;Stadtplanung, Transparenz, Open Data
121;https://codefor.de/projekte/bie-linked-data/;Linked Open Statistical Data;https://github.com/codeforbielefeld/LinkedData;Code for Bielefeld, Code for Germany;Laufend;Im Projekt Linked Data haben wir uns zunächst mit Linked Open Statistical Data beschäftigt. Dafür haben wir die Daten des Bielefelder Statistikamtes in Linked Data transformiert, also statt in …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Open Data, Linked Data;Statistik, Datenmanagement
122;https://codefor.de/projekte/hn-lorawan/;LoRaWAN Gateways in Heilbronn;https://codeforheilbronn.de/projects/2018-02-08-LoraWan, https://codeforheilbronn.de/2018/05/17/ttn-lora-gateway.html;Code for Heilbronn, Code for Germany;Abgeschlossen;Das Internet der Dinge setzt neue Anforderungen an die Datenübertragungen in Städten und auf dem Land. Neue Funktechniken setzten auf immer schnellere Übetragungsraten zulasten der Reichweite. …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenanwendung für Öffentlichkeit, Open-Source, Technologie;Stadtplanung, Umweltschutz, Klimaschutz
123;https://codefor.de/projekte/le-luftqualitaet_sachsen/;Luftqualität Sachsen;http://www.umwelt.sachsen.de/umwelt/infosysteme/luftonline/recherche.aspx, https://github.com/CodeforLeipzig/luftqualitaet_sachsen, https://commons.wikimedia.org/wiki/File:2014-02_Halle_Street_Art_89.jpg;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Eine übersichtliche Darstellung der Messwerte aller sächsischen Messstationen zur Luftqualität. Zu jeder Messstation werden die Daten detailliert als Tabelle und Diagramm dargestellt.
Umsetzung Daten: …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenvisualisierung, Web-App, Open Data;Umweltschutz, Luftqualität
124;https://codefor.de/projekte/le-madmemory/;Mad Memory;https://madmemory.joergreichert.now.sh, https://codingdavinci.de/de/projekte/madmemory, https://github.com/joergreichert/madmemory;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Online-Memory-Spiel, das dazu einlädt, sich genauer mit Wörtern aus dem Rheinischen Mitmachwörterbuch und dem Sächsischen Wörterbuch zu beschäftigen.
Das Projekt als Beitrag zum Coding da Vinci West …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Web-App, Spiel, Online-Memory-Spiel;Bildung, Kultur, Sprache
125;https://codefor.de/projekte/magdeburg-magd-o-mat/;Magd-O-Mat 2019;https://www.magdeburg-waehlt.de;OK Lab Magdeburg, Code for Germany;Abgeschlossen;"Der Magd-O-Mat ist ein Magdeburger Wahl-O-Mat nach dem Vorbild des von der Bundes- und Landeszentrale für politische Bildung eingesetzten Wahl-o-Maten.
Er wird für die Kommunalwahlen von Magdeburg …";CC-BY 4.0;https://codefor.de;CodeFor Germany;Magd-O-Mat;Web-App, Plattform für Wahlentscheidungen;Wahlen, Politische Bildung
126;https://codefor.de/projekte/magdeburg-magd-o-mat-2024/;Magd-O-Mat 2024;https://www.magdeburg-waehlt.de;OK Lab Magdeburg, Code for Germany;Laufend;"Der Magd-O-Mat ist ein Magdeburger Wahl-O-Mat nach dem Vorbild des von der Bundes- und Landeszentrale für politische Bildung eingesetzten Wahl-o-Maten.
Er wird für die Kommunalwahlen von Magdeburg …";CC-BY 4.0;https://codefor.de;CodeFor Germany;Magd-O-Mat;Web-App, Plattform für Wahlentscheidungen;Wahlen, Politische Bildung
127;https://codefor.de/projekte/magdeburg-giesst/;Magdeburg gießt;https://magdeburg-giesst.de, https://github.com/code-for-magdeburg/magdeburggiesst;OK Lab Magdeburg, Code for Germany;Laufend;Auf dieser Plattform kannst Du Dich über Bäume in Deiner Nachbarschaft und ihren Wasserbedarf informieren. Du kannst einzelne Bäume adoptieren und markieren, wenn Du sie gegossen hast. Wenn Du die …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Interaktive Karte, Datenanwendung für Öffentlichkeit, Partizipation;Stadtplanung, Umweltschutz, Klimaschutz
128;https://codefor.de/projekte/magdeburg-magdego/;MagdeGo;http://magdego.de;OK Lab Magdeburg, Code for Germany;Abgeschlossen;"UPDATE: Aufgrund Druck von Dritter (wir nennen keine Namen) musste MagdeGo offline genommen werden. Wir planen aber einen Relaunch.
Kein lästiges Warten mehr auf deine Straßenbahn, die ausgerechnet …";CC-BY 4.0;https://codefor.de;CodeFor Germany;MagdeGo;Web-App, Open-Source;Öffentlicher Nahverkehr, Mobilität
129;https://codefor.de/projekte/maifeuer-chemnitz/;Maifeuer 2014 in Chemnitz;http://codeforchemnitz.de/projects/maifeuer2014;OK Lab Chemnitz, Code for Germany;Abgeschlossen;Auf einer Karte werden die Maifeuer in Chemnitz übersichtlich dargestellt. Die Daten wurden von der Stadt Chemnitz als Text veröffentlicht.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Kartenanwendung, Open Data;Stadtplanung, Transparenz
130;https://codefor.de/projekte/le-villamajorelle/;Majorelle Mystery;http://majmys.art, https://codingdavinci.de/de/projekte/majorelle-mystery, https://github.com/joergreichert/MajorelleMysteryApp, https://github.com/The-Villains/MajorelleMysteryApp, https://www.hlsplayer.net/mp4-player#type=mp4&src=https%3A%2F%2Fgithub.com%2FThe-Villains%2FMajorelleMysteryApp%2Freleases%2Fdownload%2F0.7%2FMajorelleMystery-Linux-Video-0.7.mp4;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Online Escape-Game, das in der berühmten Jugendstil-Villa Majorelle in Nancy spielt – samt deren ehemaligen Besitzer:innen und Erbauer:innen.
Umsetzung Das Spiel wurde mit der Game-Engine Godot in …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Online-Spiel, Escape-Game, Point-and-Click-Adventure;Kultur, Bildung, Partizipation
131;https://codefor.de/projekte/meine-stadt-transparent/;Meine Stadt Transparent;http://meine-stadt-transparent.de/, http://github.com/meine-stadt-transparent/meine-stadt-transparent/, https://prototypefund.de/project/open-source-ratsinformationssystem/;OK Lab München, Code for Germany;Abgeschlossen;Meine Stadt Transparent ist ein vom Prototype Fund gefördertes Projekt. Mit dieser Förderung können wir für 6 Monate, vom September 2017 bis Februar 2018, an dem Projekt arbeiten. Wir hatten uns unter …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open-Source, Datenportal, Webseite;Stadtplanung, Politische Bildung, Transparenz, Partizipation
132;https://codefor.de/projekte/stgt-efa-meta-api/;Meta API für Elektronische Fahrplanauskunft;http://efa.asw.io/, https://efa-api.asw.io, https://github.com/opendata-stuttgart, http://www.stuttgarter-zeitung.de/inhalt.open-vvs-day-von-stoerungsmelder-bis-tarifabitur.68a3662d-8bc0-4a99-941a-2454d077520c.html, https://de.wikipedia.org/wiki/Elektronische_Fahrplanauskunft_%28Software%29;OK Lab Stuttgart, Code for Germany;Prototyp;Im Rahmen des Open VVS Day der Stuttgarter Zeitung wurde ein JSON-API entwickelt, welches das Application Programming Interface (API) der Elektronischen Fahrplanauskunft (EFA) in eine RESTful API …;CC-BY 4.0;https://codefor.de;CodeFor Germany;stgt-efa-meta-api;Open-Source, Datenanwendung für Öffentlichkeit, API, Webentwicklung;Verkehr, Öffentlicher Nahverkehr, Mobilität, Technologie
133;https://codefor.de/projekte/metacollect/;metacollect;http://metacollect.org, https://github.com/metacollect-org/;OK Lab Berlin, Code for Germany;Laufend;metacollect stellt eine zentrale Datenbank für zivilgesellschaftliche Projekte zur Verfügung, die sich mit anderen Plattformen synchronisiert. Derzeit liegt der Fokus im Bereich der Geflüchtetenhilfe. …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenbank, Open-Source, Partizipation;Geflüchtete, Zivilgesellschaft, Integration
134;https://codefor.de/projekte/muc-mietpreisspiegel/;Mietpreisspiegel;https://codefor.de/projekte/muc-mietpreisspiegel/;OK Lab München, Code for Germany;Abgeschlossen;Ziel ist ein faktenbasierter Mietspiegel für München.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenanwendung für Öffentlichkeit, Open-Source;Stadtplanung, Wohnen
135;https://codefor.de/projekte/gi-mietspiegel/;Mietspiegel Gießen;https://github.com/CodeForGiessen/mietspiegel;OK Lab Gießen, Code for Germany;Laufend;"Eine Interaktive Karte mit den aktuellen Mietpreisen pro Quadratmeter in verschiedene Bereiche aufgeteilt.
Dieses Projekt sucht aktuell dringend Leute die mitmachen wollen.";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Interaktive Karte, Datenvisualisierung, Open Data;Stadtplanung, Wohnen, Datenanalyse
136;https://codefor.de/projekte/gi-muellkalender/;Müllkalender App Gießen;https://github.com/CodeForGiessen/muellkalender;OK Lab Gießen, Code for Germany;Laufend;"Wann wird welcher Abfall in meiner Straße abgeholt? Mit dieser App sieht man alles auf einen Blick und erhält auch Push-Nachrichten für die jeweilige Straße.
Dieses Projekt sucht aktuell dringend …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Datenanwendung für Öffentlichkeit, Interaktive App, Open Source;Umweltschutz, Abfallwirtschaft, Stadtplanung
137;https://codefor.de/projekte/muenchen-transparent/;München Transparent;https://www.muenchen-transparent.de/, https://github.com/codeformunich/Muenchen-Transparent;OK Lab München, Code for Germany;Laufend;München Transparent ist eine Plattform, die es Münchner BürgerInnen ermöglicht, schnell und einfach Einblicke in die Kommunalpolitik zu bekommen. Dazu werden die normalerweise nur schwer zugängliche …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open-Source, Datenportal, Interaktive Datenexploration, Open Data, Informations Retrieval, Datenvisualisierung, Web-App;Stadtplanung, Politische Bildung, Transparenz, Partizipation, Bürgerbeteiligung
138;https://codefor.de/projekte/le-museen/;Museen Mitteldeutschlands;http://damals.codeforleipzig.de/museums/, https://github.com/CodeforLeipzig/codingdavinciost2018/tree/master/de.oklab.leipzig.cdv.glams;OK Lab Leipzig, Code for Germany;Abgeschlossen;"Alle Museen Mitteldeutschlands auf einer Leaflet-Karte.
Dazu wurde aus OpenStreetMap alle Elemente, die einen Schlüssel “amenity” mit dem Wert “museum” haben, extrahiert.
Die …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Kartenanwendung, Open Data, Datenvisualisierung, Interaktive Karte;Kultur, Tourismus, Stadtplanung
139;https://codefor.de/projekte/mvg-rad-citybikes/;MVG Rad für citybik.es;https://citybik.es, https://github.com/eskerda/pybikes;OK Lab München, Code for Germany;Laufend;Da MVG Rad - das stadteigene Mietfahrradsystem - zwar wie in vielen anderen Städten auf Nextbike basiert, in München aber tatsächlich eine White-Label-Lösung zu sein scheint, konnte man bislang mit …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Webseite, Python-Projekt, Open-Source;Stadtplanung, Mobilität, Open Data
140;https://codefor.de/projekte/newcomer/;Newcomer in der Region Mittelhessen;https://codefor.de/projekte/newcomer/;OK Lab Gießen, Code for Germany;Laufend;Die App hilft Neuankömmlingen nach dem Umzug in die Stadt Gießen. Seien es behördliche Erledigungen, die nach einem Umzug anfallen, dem Finden von gemeinnützigen und sozialen Projekten in Gießen oder …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Interaktive App, Partizipation, Datenanwendung für Öffentlichkeit;Integration, Stadtplanung, Soziale Arbeit
141;https://codefor.de/projekte/fl-open-emergency-map/;Notfallkarte Schleswig-Holstein;https://github.com/oklabflensburg/open-emergency-map, https://opendata.schleswig-holstein.de/collection/polizeidienststellen, https://notfallkarte.oklabflensburg.de;OK Lab Flensburg, Code for Germany;Laufend;Die Notfallkarte Schleswig-Holstein ist eine offene, webbasierte Kartenanwendung, mit der Nutzer:innen Polizeidienststellen in Schleswig-Holstein schnell und einfach in ihrer Nähe finden können. Über …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Kartenanwendung, Open Data, Civic-Tech-Anwendung;Notfall, Polizei, Öffentliche Informationen
142;https://codefor.de/projekte/offener-haushalt-muenster/;Offener Haushalt Münster 2009-2013;http://offenerhaushalt.de/haushalt/muenster/;Code for Münster, Code for Germany;Abgeschlossen;Der Haushalt der Stadt Münster von 2009-2013 in OpenSpending integriert und auf offenerhaushalt.de veröffentlicht.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, Datenvisualisierung, Web-App;Transparenz, Öffentlicher Nahverkehr, Finanzen
143;https://codefor.de/projekte/wpt-offenerhaushalt/;Offener Haushalt Wuppertal;http://opendata.devtal.de/tree.php, https://github.com/Opendatal/Offener-Haushalt;OK Lab Wuppertal, Code for Germany;Laufend;Interaktive Visualisierung des Wuppertaler Haushalts, damit sich engagierte BürgerInnen leicht einen Überblick verschaffen können.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Interaktive Datenvisualisierung, Webseite;Transparenz, Bürgerbeteiligung, Stadtplanung
144;https://codefor.de/projekte/offenerrat/;Offener Rat Münster;http://rat.codeformuenster.org/, http://github.com/codeformuenster/offenerrat-ms;Code for Münster, Code for Germany;Abgeschlossen;Ein Tool um die aktuellen Vorlagen und Sitzungen des Rates Münster zu sehen. Besser durchsuchbar und übersichtlicher als das Ratsinformationssystem der Stadt;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Webseite, Datenanwendung für Öffentlichkeit, Interaktive Datenexploration, Open Data;Stadtplanung, Transparenz, Partizipation, Open Data
145;https://codefor.de/projekte/jena-offenesratsinformationssystem/;Offener Stadtrat;http://www.offenes-jena.com/Apps/Stadtrat, https://github.com/OffenesJena/OffenerStadtrat;OK Lab Jena, Code for Germany;Laufend;Das Ratsinformationssystem der Stadt Jena ist zwar ganz nett, aber wenig zu einer umfassenden und vor allem automatischen Information der Bürger geeignet. Mit diesem Projekt sollen die Inhalte besser …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open-Source, Datenportal, Webseite;Stadtplanung, Transparenz, Bürgerbeteiligung
146;https://codefor.de/projekte/be-oparl/;OParl;https://oparl.org, https://github.com/OParl/, https://dev.oparl.org/;OK Lab Berlin, Code for Germany;Abgeschlossen;"OParl ist eine Initiative zur Standardisierung des offenen Zugriffs auf parlamentarische Informationssysteme in Deutschland.
Das Ziel von OParl ist die Schaffung einer Standard-API für den Zugang zu …";CC-BY 4.0;https://codefor.de;CodeFor Germany;OParl;Open Data, Datenstandards, API;Open Data, Verwaltung, Transparenz
147;https://codefor.de/projekte/fl-open-data-api/;Open Data API;https://github.com/oklabflensburg/open-data-api, https://api.oklabflensburg.de;OK Lab Flensburg, Code for Germany;Laufend;Die Open Data API ist eine Programmierschnittstelle, die vom OK Lab Flensburg entwickelt wird, um den einfachen Zugriff auf öffentliche Daten zu ermöglichen. Diese Daten können von Gemeinden, …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, API;Open Data, Verwaltung
148;https://codefor.de/projekte/od-atlas/;Open Data Atlas;http://opendata.tursics.de, https://github.com/tursics/open-data-atlas;OK Lab Berlin, Code for Germany;Laufend;"Übersicht über alle Open Data Angebote in Deutschland.
Alle Open Data Portal aus Deutschland, Österreich und der Schweiz. Sowohl die staatlichen Portale als auch die zivilgesellschaftlich betriebenen …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, Datenportal, Webseite, Kartenanwendung;Open Data, Transparenz, Verbraucherschutz, Deutschland, Österreich, Schweiz
149;https://codefor.de/projekte/open_data_rallye/;Open Data Rallye;https://digitaltag.eu/opendata-rallye, https://github.com/codeforbielefeld/Digitaltag2021;Code for Bielefeld, Code for Germany;Abgeschlossen;Im Rahmen des Digitaltags 2021 haben wir für dich eine OpenData-Rallye entlang der Promenade initiiert. Du wirst auf dieser Strecke verschiedene QR-Codes und auch eine Beschreibung des Weges finden. …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, Veranstaltung, Interaktive App;Bildung, Partizipation, Kultur
150;https://codefor.de/projekte/open-legal-data/;Open Legal Data;https://de.openlegaldata.io/, https://github.com/openlegaldata/oldp, https://openlegaldata.io/research/2019/02/19/court-decision-dataset.html;OK Lab Berlin, Code for Germany;Laufend;"Open Legal Data ist eine freie juristische Datenbank für Gesetze und Urteile.
Obwohl Urteile im Namen des Volkes ergehen, werden sie oft nur in kommerziellen Datenbanken oder gar nicht veröffentlicht. …";CC-BY 4.0;https://codefor.de;CodeFor Germany;Open Legal Data;Open Data, Datenanwendung für Öffentlichkeit, Datenportal, API;Recht, Transparenz, Justiz
151;https://codefor.de/projekte/cologne-openair/;OpenAir Cologne;http://openair.codingcologne.de, https://github.com/openaircgn;OK Lab Köln, Code for Germany;Laufend;OpenAir Cologne ist ein gemeinsames Projekt von Teilnehmern des Oklab Cologne, der Stadt Köln und Everykey. Wir wollen gemeinsam in Köln 20 Sensoren in einem Pilotprojekt aufstellen, um zu sehen wie …;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, Datenvisualisierung, Partizipation;Umweltschutz, Klimaschutz, Stadtplanung
152;https://codefor.de/projekte/wpt-openbus/;OpenBus;http://openbus.devtal.de/, https://github.com/Opendatal/openbus;OK Lab Wuppertal, Code for Germany;Abgeschlossen;Entstanden als Techdemo für einen OpenDataDay in Wuppertal. Greift die Daten vom Abfahrtsmonitor ab und visualisiert sie auf Google Maps.;CC-BY 4.0;https://codefor.de;CodeFor Germany;OpenBus;Datenvisualisierung, Open Data;Verkehr, Open Data
153;https://codefor.de/projekte/opendatawizzard/;OpenDataWizzard;https://codeforcologne.github.io/OpenDataWizzard, https://github.com/codeforcologne/OpenDataWizzard;OK Lab Köln, Code for Germany;Abgeschlossen;"Eine kleine Hilfestellung um Daten und deren Sammlungen optimal für alle verfügbar zu machen.
Schritt für Schritt werden im Folgenden die Unterschiede zwischen Daten, Datensätzen, Datenbanken und …";CC-BY 4.0;https://codefor.de;CodeFor Germany;;Open Data, Datenvisualisierung, Webseite;Open Data, Datenschutz, Transparenz
154;https://codefor.de/projekte/cologne-opennoise-map/;OpenNoise Map;https://openmaps.online/noise, https://github.com/codeforcologne/OpenNoiseMap;OK Lab Köln, Code for Germany;Abgeschlossen;Mit dieser Web-Karte lassen sich tägliche Überschreitungswerte des maximal gemessenen Schalldruckes aus den Daten der Sensor Community interaktiv darstellen.;CC-BY 4.0;https://codefor.de;CodeFor Germany;;Interaktive Karte, Datenvisualisierung, Web-App;Umweltschutz, Klimaschutz, Stadtplanung
